model,init_month,zone,year,month,time,tmean,tmax,tmin,rain
WS,11,1,1993,4,1993-04-01,21.9,26.6,17.2,0.0
WS,11,1,1993,4,1993-04-02,21.85,25.8,17.9,1.4
WS,11,1,1993,4,1993-04-03,21.75,27.0,16.5,0.0
WS,11,1,1993,4,1993-04-04,22.7,28.8,16.6,0.0
WS,11,1,1993,4,1993-04-05,24.05,30.1,18.0,0.0
WS,11,1,1993,4,1993-04-06,19.8,22.4,17.2,2.2
WS,11,1,1993,4,1993-04-07,17.6,23.6,11.6,0.0
WS,11,1,1993,4,1993-04-08,16.4,19.2,13.6,32.0
WS,11,1,1993,4,1993-04-09,12.2,18.2,6.2,0.1
WS,11,1,1993,4,1993-04-10,14.55,22.6,6.5,0.0
WS,11,1,1993,4,1993-04-11,17.45,24.2,10.7,0.0
WS,11,1,1993,4,1993-04-12,17.3,21.0,13.6,1.1
WS,11,1,1993,4,1993-04-13,22.15,28.6,15.7,6.4
WS,11,1,1993,4,1993-04-14,24.0,30.0,18.0,0.0
WS,11,1,1993,4,1993-04-15,24.45,30.5,18.4,0.0
WS,11,1,1993,4,1993-04-16,24.15,29.5,18.8,0.0
WS,11,1,1993,4,1993-04-17,21.6,25.8,17.4,7.9
WS,11,1,1993,4,1993-04-18,24.1,30.6,17.6,0.0
WS,11,1,1993,4,1993-04-19,23.9,29.8,18.0,0.0
WS,11,1,1993,4,1993-04-20,23.45,29.9,17.0,0.0
WS,11,1,1993,4,1993-04-21,17.6,20.6,14.6,0.0
WS,11,1,1993,4,1993-04-22,12.45,14.6,10.3,0.0
WS,11,1,1993,4,1993-04-23,16.35,20.8,11.9,17.3
WS,11,1,1993,4,1993-04-24,19.35,25.2,13.5,0.0
WS,11,1,1993,4,1993-04-25,19.05,25.6,12.5,0.0
WS,11,1,1993,4,1993-04-26,20.4,24.0,16.8,0.5
WS,11,1,1993,4,1993-04-27,18.15,20.0,16.3,0.0
WS,11,1,1993,4,1993-04-28,20.8,25.0,16.6,5.8
WS,11,1,1993,4,1993-04-29,20.85,26.2,15.5,0.3
WS,11,1,1993,4,1993-04-30,21.2,26.2,16.2,0.0
WS,11,1,1993,5,1993-05-01,21.2,27.2,15.2,0.0
WS,11,1,1993,5,1993-05-02,21.1,26.2,16.0,0.0
WS,11,1,1993,5,1993-05-03,19.85,25.0,14.7,0.2
WS,11,1,1993,5,1993-05-04,20.5,26.6,14.4,0.0
WS,11,1,1993,5,1993-05-05,11.2,14.4,8.0,36.9
WS,11,1,1993,5,1993-05-06,11.9,20.0,3.8,0.0
WS,11,1,1993,5,1993-05-07,19.85,26.8,12.9,0.0
WS,11,1,1993,5,1993-05-08,22.2,29.0,15.4,0.0
WS,11,1,1993,5,1993-05-09,20.9,27.6,14.2,0.0
WS,11,1,1993,5,1993-05-10,20.85,27.8,13.9,0.0
WS,11,1,1993,5,1993-05-11,17.65,19.8,15.5,8.5
WS,11,1,1993,5,1993-05-12,18.5,22.2,14.8,66.3
WS,11,1,1993,5,1993-05-13,16.6,18.8,14.4,0.3
WS,11,1,1993,5,1993-05-14,10.9,14.4,7.4,16.6
WS,11,1,1993,5,1993-05-15,7.85,13.6,2.1,0.0
WS,11,1,1993,5,1993-05-16,10.9,18.0,3.8,0.0
WS,11,1,1993,5,1993-05-17,13.85,20.2,7.5,0.0
WS,11,1,1993,5,1993-05-18,17.25,23.2,11.3,0.0
WS,11,1,1993,5,1993-05-19,17.05,22.6,11.5,0.0
WS,11,1,1993,5,1993-05-20,17.2,23.2,11.2,0.0
WS,11,1,1993,5,1993-05-21,17.2,22.8,11.6,0.0
WS,11,1,1993,5,1993-05-22,17.2,23.0,11.4,0.0
WS,11,1,1993,5,1993-05-23,17.4,23.0,11.8,0.0
WS,11,1,1993,5,1993-05-24,18.05,23.4,12.7,0.0
WS,11,1,1993,5,1993-05-25,17.4,22.8,12.0,0.0
WS,11,1,1993,5,1993-05-26,12.5,15.8,9.2,0.0
WS,11,1,1993,5,1993-05-27,6.3,9.2,3.4,19.8
WS,11,1,1993,5,1993-05-28,6.95,14.4,-0.5,0.0
WS,11,1,1993,5,1993-05-29,12.0,16.0,8.0,0.0
WS,11,1,1993,5,1993-05-30,14.3,16.4,12.2,3.4
WS,11,1,1993,5,1993-05-31,10.7,13.8,7.6,24.2
WS,11,1,1993,6,1993-06-01,5.35,11.2,-0.5,0.0
WS,11,1,1993,6,1993-06-02,9.1,16.0,2.2,0.0
WS,11,1,1993,6,1993-06-03,11.7,15.0,8.4,1.8
WS,11,1,1993,6,1993-06-04,15.3,18.8,11.8,15.2
WS,11,1,1993,6,1993-06-05,14.75,20.2,9.3,58.8
WS,11,1,1993,6,1993-06-06,16.2,21.8,10.6,0.0
WS,11,1,1993,6,1993-06-07,16.25,21.3,11.2,0.0
WS,11,1,1993,6,1993-06-08,14.05,16.5,11.6,0.0
WS,11,1,1993,6,1993-06-09,8.9,11.6,6.2,7.9
WS,11,1,1993,6,1993-06-10,6.85,10.2,3.5,0.0
WS,11,1,1993,6,1993-06-11,9.95,16.4,3.5,0.0
WS,11,1,1993,6,1993-06-12,15.05,19.6,10.5,0.0
WS,11,1,1993,6,1993-06-13,16.2,20.4,12.0,0.0
WS,11,1,1993,6,1993-06-14,15.85,20.8,10.9,0.0
WS,11,1,1993,6,1993-06-15,17.05,22.0,12.1,0.0
WS,11,1,1993,6,1993-06-16,15.5,17.6,13.4,0.6
WS,11,1,1993,6,1993-06-17,11.9,15.0,8.8,32.3
WS,11,1,1993,6,1993-06-18,6.55,8.8,4.3,8.4
WS,11,1,1993,6,1993-06-19,6.1,12.8,-0.6,0.1
WS,11,1,1993,6,1993-06-20,11.5,18.6,4.4,0.0
WS,11,1,1993,6,1993-06-21,13.1,19.8,6.4,0.0
WS,11,1,1993,6,1993-06-22,14.65,22.4,6.9,0.0
WS,11,1,1993,6,1993-06-23,16.5,22.8,10.2,0.0
WS,11,1,1993,6,1993-06-24,15.5,17.0,14.0,0.1
WS,11,1,1993,6,1993-06-25,16.1,19.6,12.6,12.0
WS,11,1,1993,6,1993-06-26,16.5,22.6,10.4,0.0
WS,11,1,1993,6,1993-06-27,18.7,23.6,13.8,0.0
WS,11,1,1993,6,1993-06-28,18.3,21.8,14.8,0.0
WS,11,1,1993,6,1993-06-29,17.8,20.8,14.8,0.0
WS,11,1,1993,6,1993-06-30,13.55,19.6,7.5,0.0
WS,11,1,1993,7,1993-07-01,17.3,22.0,12.6,0.8
WS,11,1,1993,7,1993-07-02,14.65,18.8,10.5,25.7
WS,11,1,1993,7,1993-07-03,16.4,20.8,12.0,38.1
WS,11,1,1993,7,1993-07-04,18.8,20.2,17.4,67.8
WS,11,1,1993,7,1993-07-05,20.9,23.4,18.4,31.6
WS,11,1,1993,7,1993-07-06,13.1,18.4,7.8,22.4
WS,11,1,1993,7,1993-07-07,6.1,8.8,3.4,21.1
WS,11,1,1993,7,1993-07-08,8.45,15.6,1.3,0.0
WS,11,1,1993,7,1993-07-09,12.5,19.0,6.0,0.0
WS,11,1,1993,7,1993-07-10,16.2,20.2,12.2,3.6
WS,11,1,1993,7,1993-07-11,11.9,16.6,7.2,38.8
WS,11,1,1993,7,1993-07-12,7.9,9.2,6.6,2.4
WS,11,1,1993,7,1993-07-13,5.55,8.8,2.3,0.0
WS,11,1,1993,7,1993-07-14,3.65,7.4,-0.1,0.0
WS,11,1,1993,7,1993-07-15,5.15,11.5,-1.2,0.2
WS,11,1,1993,7,1993-07-16,9.45,16.2,2.7,0.0
WS,11,1,1993,7,1993-07-17,9.5,10.8,8.2,0.0
WS,11,1,1993,7,1993-07-18,14.8,18.8,10.8,15.2
WS,11,1,1993,7,1993-07-19,18.05,24.6,11.5,0.0
WS,11,1,1993,7,1993-07-20,20.0,26.0,14.0,0.0
WS,11,1,1993,7,1993-07-21,19.8,25.6,14.0,0.0
WS,11,1,1993,7,1993-07-22,19.25,24.9,13.6,0.0
WS,11,1,1993,7,1993-07-23,18.7,24.6,12.8,0.0
WS,11,1,1993,7,1993-07-24,11.9,17.4,6.4,0.0
WS,11,1,1993,7,1993-07-25,7.4,15.4,-0.6,0.0
WS,11,1,1993,7,1993-07-26,11.7,18.4,5.0,0.0
WS,11,1,1993,7,1993-07-27,14.75,21.0,8.5,0.0
WS,11,1,1993,7,1993-07-28,14.3,18.6,10.0,0.0
WS,11,1,1993,7,1993-07-29,11.2,15.2,7.2,5.1
WS,11,1,1993,7,1993-07-30,5.0,7.2,2.8,9.6
WS,11,1,1993,7,1993-07-31,3.5,6.2,0.8,1.6
WS,11,1,1993,8,1993-08-01,5.9,9.8,2.0,0.0
WS,11,1,1993,8,1993-08-02,8.1,15.8,0.4,0.0
WS,11,1,1993,8,1993-08-03,13.3,20.2,6.4,0.0
WS,11,1,1993,8,1993-08-04,16.85,24.8,8.9,0.0
WS,11,1,1993,8,1993-08-05,19.1,26.6,11.6,0.0
WS,11,1,1993,8,1993-08-06,21.3,28.0,14.6,0.0
WS,11,1,1993,8,1993-08-07,20.25,26.8,13.7,0.0
WS,11,1,1993,8,1993-08-08,18.1,25.2,11.0,0.0
WS,11,1,1993,8,1993-08-09,8.0,11.0,5.0,0.0
WS,11,1,1993,8,1993-08-10,6.85,12.2,1.5,0.0
WS,11,1,1993,8,1993-08-11,7.8,14.2,1.4,0.0
WS,11,1,1993,8,1993-08-12,11.2,18.4,4.0,0.0
WS,11,1,1993,8,1993-08-13,16.5,23.6,9.4,0.0
WS,11,1,1993,8,1993-08-14,16.75,21.0,12.5,0.0
WS,11,1,1993,8,1993-08-15,15.9,22.0,9.8,0.0
WS,11,1,1993,8,1993-08-16,17.3,23.2,11.4,0.0
WS,11,1,1993,8,1993-08-17,13.75,18.5,9.0,0.0
WS,11,1,1993,8,1993-08-18,10.15,15.4,4.9,7.0
WS,11,1,1993,8,1993-08-19,11.5,20.0,3.0,0.0
WS,11,1,1993,8,1993-08-20,12.8,20.6,5.0,0.0
WS,11,1,1993,8,1993-08-21,14.4,20.8,8.0,0.0
WS,11,1,1993,8,1993-08-22,14.1,18.8,9.4,0.0
WS,11,1,1993,8,1993-08-23,12.8,15.0,10.6,0.0
WS,11,1,1993,8,1993-08-24,15.6,20.2,11.0,3.9
WS,11,1,1993,8,1993-08-25,17.0,22.6,11.4,0.0
WS,11,1,1993,8,1993-08-26,17.7,24.0,11.4,0.0
WS,11,1,1993,8,1993-08-27,19.3,27.4,11.2,0.0
WS,11,1,1993,8,1993-08-28,22.0,29.6,14.4,0.0
WS,11,1,1993,8,1993-08-29,24.3,29.8,18.8,0.0
WS,11,1,1993,8,1993-08-30,25.8,30.6,21.0,0.0
WS,11,1,1993,8,1993-08-31,17.35,24.9,9.8,4.3
WS,11,1,1993,9,1993-09-01,11.8,14.1,9.5,2.6
WS,11,1,1993,9,1993-09-02,10.8,14.0,7.6,1.1
WS,11,1,1993,9,1993-09-03,12.0,19.0,5.0,0.0
WS,11,1,1993,9,1993-09-04,14.7,24.4,5.0,0.0
WS,11,1,1993,9,1993-09-05,18.0,25.4,10.6,0.0
WS,11,1,1993,9,1993-09-06,21.0,29.8,12.2,0.0
WS,11,1,1993,9,1993-09-07,18.7,25.0,12.4,0.0
WS,11,1,1993,9,1993-09-08,11.4,16.8,6.0,0.0
WS,11,1,1993,9,1993-09-09,12.35,19.0,5.7,0.0
WS,11,1,1993,9,1993-09-10,13.65,21.2,6.1,0.0
WS,11,1,1993,9,1993-09-11,14.4,21.0,7.8,0.0
WS,11,1,1993,9,1993-09-12,14.6,21.4,7.8,0.0
WS,11,1,1993,9,1993-09-13,14.25,21.1,7.4,0.0
WS,11,1,1993,9,1993-09-14,14.7,17.0,12.4,0.0
WS,11,1,1993,9,1993-09-15,16.4,20.2,12.6,12.4
WS,11,1,1993,9,1993-09-16,16.25,19.4,13.1,0.6
WS,11,1,1993,9,1993-09-17,17.2,23.6,10.8,0.0
WS,11,1,1993,9,1993-09-18,15.95,19.0,12.9,0.0
WS,11,1,1993,9,1993-09-19,17.5,22.0,13.0,10.0
WS,11,1,1993,9,1993-09-20,17.05,19.1,15.0,46.0
WS,11,1,1993,9,1993-09-21,14.2,17.2,11.2,13.4
WS,11,1,1993,9,1993-09-22,12.25,13.7,10.8,0.5
WS,11,1,1993,9,1993-09-23,12.85,14.2,11.5,4.5
WS,11,1,1993,9,1993-09-24,16.3,19.6,13.0,0.7
WS,11,1,1993,9,1993-09-25,16.1,21.2,11.0,0.0
WS,11,1,1993,9,1993-09-26,13.6,16.6,10.6,28.6
WS,11,1,1993,9,1993-09-27,14.1,18.2,10.0,6.2
WS,11,1,1993,9,1993-09-28,15.65,23.2,8.1,0.0
WS,11,1,1993,9,1993-09-29,15.7,19.0,12.4,0.0
WS,11,1,1993,9,1993-09-30,15.35,17.1,13.6,9.9
WS,11,1,1993,10,1993-10-01,18.7,24.0,13.4,6.5
WS,11,1,1993,10,1993-10-02,18.4,20.8,16.0,0.0
WS,11,1,1993,10,1993-10-03,19.05,21.5,16.6,12.3
WS,11,1,1993,10,1993-10-04,15.55,16.6,14.5,6.0
WS,11,1,1993,10,1993-10-05,16.0,19.0,13.0,19.1
WS,11,1,1993,10,1993-10-06,11.95,17.4,6.5,0.3
WS,11,1,1993,10,1993-10-07,15.25,23.0,7.5,0.0
WS,11,1,1993,10,1993-10-08,19.0,27.0,11.0,0.0
WS,11,1,1993,10,1993-10-09,20.95,28.0,13.9,0.0
WS,11,1,1993,10,1993-10-10,22.9,30.2,15.6,0.0
WS,11,1,1993,10,1993-10-11,24.55,31.6,17.5,0.0
WS,11,1,1993,10,1993-10-12,25.0,31.0,19.0,0.0
WS,11,1,1993,10,1993-10-13,22.6,26.0,19.2,0.0
WS,11,1,1993,10,1993-10-14,21.3,23.2,19.4,0.0
WS,11,1,1993,10,1993-10-15,23.1,28.8,17.4,0.0
WS,11,1,1993,10,1993-10-16,24.45,31.4,17.5,0.0
WS,11,1,1993,10,1993-10-17,23.7,30.6,16.8,0.0
WS,11,1,1993,10,1993-10-18,20.1,24.4,15.8,41.0
WS,11,1,1993,10,1993-10-19,21.35,26.0,16.7,12.3
WS,11,1,1993,10,1993-10-20,19.2,21.6,16.8,4.2
WS,11,1,1993,10,1993-10-21,22.15,27.4,16.9,1.7
WS,11,1,1993,10,1993-10-22,20.85,23.2,18.5,0.0
WS,11,1,1993,10,1993-10-23,19.3,22.8,15.8,29.4
WS,11,1,1993,10,1993-10-24,18.9,24.6,13.2,0.2
WS,11,1,1993,10,1993-10-25,16.45,18.9,14.0,21.2
WS,11,1,1993,10,1993-10-26,15.15,18.6,11.7,0.0
WS,11,1,1993,10,1993-10-27,16.75,24.0,9.5,0.0
WS,11,1,1993,10,1993-10-28,19.7,26.4,13.0,0.0
WS,11,1,1993,10,1993-10-29,21.45,29.6,13.3,0.0
WS,11,1,1993,10,1993-10-30,24.5,32.0,17.0,0.0
WS,11,1,1993,10,1993-10-31,25.1,31.8,18.4,0.0
WS,11,1,1994,4,1994-04-01,20.0,26.8,13.2,0.0
WS,11,1,1994,4,1994-04-02,21.3,27.8,14.8,0.0
WS,11,1,1994,4,1994-04-03,21.35,29.0,13.7,0.0
WS,11,1,1994,4,1994-04-04,20.25,27.4,13.1,0.0
WS,11,1,1994,4,1994-04-05,21.75,29.2,14.3,0.0
WS,11,1,1994,4,1994-04-06,16.85,21.7,12.0,0.0
WS,11,1,1994,4,1994-04-07,12.05,13.7,10.4,39.4
WS,11,1,1994,4,1994-04-08,14.05,18.6,9.5,2.9
WS,11,1,1994,4,1994-04-09,16.6,22.0,11.2,0.0
WS,11,1,1994,4,1994-04-10,16.05,19.0,13.1,0.0
WS,11,1,1994,4,1994-04-11,15.4,21.4,9.4,0.0
WS,11,1,1994,4,1994-04-12,15.6,22.8,8.4,0.0
WS,11,1,1994,4,1994-04-13,16.7,22.9,10.5,0.0
WS,11,1,1994,4,1994-04-14,19.1,25.6,12.6,0.0
WS,11,1,1994,4,1994-04-15,19.25,26.0,12.5,0.0
WS,11,1,1994,4,1994-04-16,19.55,27.0,12.1,0.0
WS,11,1,1994,4,1994-04-17,18.7,24.0,13.4,0.0
WS,11,1,1994,4,1994-04-18,16.55,21.4,11.7,1.8
WS,11,1,1994,4,1994-04-19,16.5,23.4,9.6,0.0
WS,11,1,1994,4,1994-04-20,17.9,24.4,11.4,0.0
WS,11,1,1994,4,1994-04-21,19.0,20.6,17.4,53.2
WS,11,1,1994,4,1994-04-22,18.7,22.2,15.2,14.2
WS,11,1,1994,4,1994-04-23,17.85,24.2,11.5,0.0
WS,11,1,1994,4,1994-04-24,15.7,16.6,14.8,5.4
WS,11,1,1994,4,1994-04-25,17.3,18.8,15.8,25.7
WS,11,1,1994,4,1994-04-26,21.65,28.0,15.3,51.0
WS,11,1,1994,4,1994-04-27,23.85,29.0,18.7,0.0
WS,11,1,1994,4,1994-04-28,23.55,28.6,18.5,0.0
WS,11,1,1994,4,1994-04-29,23.8,29.5,18.1,0.0
WS,11,1,1994,4,1994-04-30,21.6,26.2,17.0,0.0
WS,11,1,1994,5,1994-05-01,21.6,27.0,16.2,0.0
WS,11,1,1994,5,1994-05-02,21.3,27.6,15.0,0.0
WS,11,1,1994,5,1994-05-03,20.8,25.6,16.0,0.0
WS,11,1,1994,5,1994-05-04,19.4,22.4,16.4,11.7
WS,11,1,1994,5,1994-05-05,20.9,24.8,17.0,0.0
WS,11,1,1994,5,1994-05-06,21.1,27.8,14.4,0.0
WS,11,1,1994,5,1994-05-07,22.3,28.6,16.0,0.0
WS,11,1,1994,5,1994-05-08,20.9,26.6,15.2,0.0
WS,11,1,1994,5,1994-05-09,18.45,21.3,15.6,0.0
WS,11,1,1994,5,1994-05-10,17.05,19.6,14.5,14.1
WS,11,1,1994,5,1994-05-11,14.55,16.5,12.6,2.0
WS,11,1,1994,5,1994-05-12,12.15,13.6,10.7,21.1
WS,11,1,1994,5,1994-05-13,16.7,20.0,13.4,5.1
WS,11,1,1994,5,1994-05-14,16.7,20.8,12.6,0.0
WS,11,1,1994,5,1994-05-15,17.35,20.8,13.9,0.0
WS,11,1,1994,5,1994-05-16,17.35,23.0,11.7,0.0
WS,11,1,1994,5,1994-05-17,17.95,23.4,12.5,0.0
WS,11,1,1994,5,1994-05-18,18.2,23.4,13.0,0.0
WS,11,1,1994,5,1994-05-19,17.5,21.5,13.5,0.0
WS,11,1,1994,5,1994-05-20,17.95,24.4,11.5,0.0
WS,11,1,1994,5,1994-05-21,19.1,25.2,13.0,0.0
WS,11,1,1994,5,1994-05-22,18.5,21.4,15.6,0.0
WS,11,1,1994,5,1994-05-23,19.3,24.0,14.6,6.3
WS,11,1,1994,5,1994-05-24,20.5,25.0,16.0,7.8
WS,11,1,1994,5,1994-05-25,17.2,19.4,15.0,5.9
WS,11,1,1994,5,1994-05-26,16.95,21.4,12.5,35.6
WS,11,1,1994,5,1994-05-27,13.8,15.8,11.8,34.2
WS,11,1,1994,5,1994-05-28,13.3,16.8,9.8,0.0
WS,11,1,1994,5,1994-05-29,10.35,14.2,6.5,0.0
WS,11,1,1994,5,1994-05-30,13.7,20.8,6.6,0.0
WS,11,1,1994,5,1994-05-31,14.7,16.2,13.2,8.4
WS,11,1,1994,6,1994-06-01,15.3,19.6,11.0,32.4
WS,11,1,1994,6,1994-06-02,16.1,21.8,10.4,0.0
WS,11,1,1994,6,1994-06-03,14.95,18.2,11.7,0.0
WS,11,1,1994,6,1994-06-04,14.75,18.0,11.5,17.4
WS,11,1,1994,6,1994-06-05,16.0,20.8,11.2,0.0
WS,11,1,1994,6,1994-06-06,15.1,16.6,13.6,0.0
WS,11,1,1994,6,1994-06-07,11.95,14.0,9.9,38.5
WS,11,1,1994,6,1994-06-08,10.55,14.6,6.5,0.0
WS,11,1,1994,6,1994-06-09,10.25,16.2,4.3,0.0
WS,11,1,1994,6,1994-06-10,13.75,19.2,8.3,0.0
WS,11,1,1994,6,1994-06-11,15.05,21.6,8.5,0.0
WS,11,1,1994,6,1994-06-12,16.0,22.0,10.0,0.0
WS,11,1,1994,6,1994-06-13,16.15,20.8,11.5,0.0
WS,11,1,1994,6,1994-06-14,16.55,22.2,10.9,0.0
WS,11,1,1994,6,1994-06-15,16.8,22.6,11.0,0.0
WS,11,1,1994,6,1994-06-16,16.9,20.4,13.4,0.3
WS,11,1,1994,6,1994-06-17,20.15,26.2,14.1,0.0
WS,11,1,1994,6,1994-06-18,17.6,19.9,15.3,0.0
WS,11,1,1994,6,1994-06-19,14.9,17.2,12.6,59.8
WS,11,1,1994,6,1994-06-20,15.25,19.4,11.1,18.3
WS,11,1,1994,6,1994-06-21,12.7,15.6,9.8,1.1
WS,11,1,1994,6,1994-06-22,10.0,13.0,7.0,0.0
WS,11,1,1994,6,1994-06-23,9.8,15.2,4.4,0.0
WS,11,1,1994,6,1994-06-24,9.45,11.4,7.5,24.0
WS,11,1,1994,6,1994-06-25,4.2,7.8,0.6,7.0
WS,11,1,1994,6,1994-06-26,3.6,9.4,-2.2,0.0
WS,11,1,1994,6,1994-06-27,7.4,13.6,1.2,0.0
WS,11,1,1994,6,1994-06-28,10.3,17.4,3.2,0.0
WS,11,1,1994,6,1994-06-29,12.55,19.4,5.7,0.0
WS,11,1,1994,6,1994-06-30,16.25,22.7,9.8,0.0
WS,11,1,1994,7,1994-07-01,17.15,19.0,15.3,43.6
WS,11,1,1994,7,1994-07-02,13.15,15.7,10.6,53.8
WS,11,1,1994,7,1994-07-03,12.3,15.2,9.4,0.0
WS,11,1,1994,7,1994-07-04,10.7,11.6,9.8,10.4
WS,11,1,1994,7,1994-07-05,11.15,12.7,9.6,5.2
WS,11,1,1994,7,1994-07-06,16.3,20.4,12.2,23.3
WS,11,1,1994,7,1994-07-07,9.9,12.2,7.6,45.4
WS,11,1,1994,7,1994-07-08,3.9,7.6,0.2,0.5
WS,11,1,1994,7,1994-07-09,1.5,4.0,-1.0,0.1
WS,11,1,1994,7,1994-07-10,5.1,9.8,0.4,0.4
WS,11,1,1994,7,1994-07-11,8.1,14.8,1.4,0.0
WS,11,1,1994,7,1994-07-12,10.85,17.2,4.5,0.0
WS,11,1,1994,7,1994-07-13,13.65,20.2,7.1,0.0
WS,11,1,1994,7,1994-07-14,15.75,21.2,10.3,0.0
WS,11,1,1994,7,1994-07-15,18.5,24.6,12.4,0.0
WS,11,1,1994,7,1994-07-16,18.7,24.8,12.6,0.0
WS,11,1,1994,7,1994-07-17,18.45,24.4,12.5,0.0
WS,11,1,1994,7,1994-07-18,19.2,25.4,13.0,0.0
WS,11,1,1994,7,1994-07-19,20.1,25.2,15.0,0.0
WS,11,1,1994,7,1994-07-20,20.25,25.0,15.5,0.0
WS,11,1,1994,7,1994-07-21,21.15,25.8,16.5,0.0
WS,11,1,1994,7,1994-07-22,14.95,22.5,7.4,13.8
WS,11,1,1994,7,1994-07-23,5.0,8.2,1.8,21.3
WS,11,1,1994,7,1994-07-24,9.0,17.2,0.8,0.0
WS,11,1,1994,7,1994-07-25,10.2,12.4,8.0,5.2
WS,11,1,1994,7,1994-07-26,16.7,22.4,11.0,10.9
WS,11,1,1994,7,1994-07-27,20.65,26.0,15.3,0.0
WS,11,1,1994,7,1994-07-28,21.25,26.0,16.5,0.0
WS,11,1,1994,7,1994-07-29,18.55,20.6,16.5,0.0
WS,11,1,1994,7,1994-07-30,20.2,24.4,16.0,9.1
WS,11,1,1994,7,1994-07-31,21.15,26.8,15.5,0.0
WS,11,1,1994,8,1994-08-01,20.65,26.4,14.9,0.0
WS,11,1,1994,8,1994-08-02,14.2,19.8,8.6,7.3
WS,11,1,1994,8,1994-08-03,6.55,10.2,2.9,10.0
WS,11,1,1994,8,1994-08-04,9.4,16.8,2.0,0.0
WS,11,1,1994,8,1994-08-05,13.0,20.0,6.0,0.0
WS,11,1,1994,8,1994-08-06,14.05,20.6,7.5,0.0
WS,11,1,1994,8,1994-08-07,13.7,19.8,7.6,0.0
WS,11,1,1994,8,1994-08-08,14.8,20.8,8.8,0.0
WS,11,1,1994,8,1994-08-09,15.3,18.8,11.8,0.0
WS,11,1,1994,8,1994-08-10,9.7,12.4,7.0,12.9
WS,11,1,1994,8,1994-08-11,8.9,15.8,2.0,0.0
WS,11,1,1994,8,1994-08-12,13.45,20.4,6.5,0.0
WS,11,1,1994,8,1994-08-13,16.7,25.2,8.2,0.0
WS,11,1,1994,8,1994-08-14,18.2,20.6,15.8,4.2
WS,11,1,1994,8,1994-08-15,14.6,18.2,11.0,0.7
WS,11,1,1994,8,1994-08-16,10.25,13.2,7.3,5.7
WS,11,1,1994,8,1994-08-17,9.7,17.5,1.9,0.0
WS,11,1,1994,8,1994-08-18,15.8,22.6,9.0,0.0
WS,11,1,1994,8,1994-08-19,18.45,26.4,10.5,0.0
WS,11,1,1994,8,1994-08-20,21.1,27.4,14.8,0.0
WS,11,1,1994,8,1994-08-21,20.8,26.8,14.8,0.0
WS,11,1,1994,8,1994-08-22,21.0,26.5,15.5,0.0
WS,11,1,1994,8,1994-08-23,14.1,19.0,9.2,0.0
WS,11,1,1994,8,1994-08-24,11.7,19.4,4.0,0.0
WS,11,1,1994,8,1994-08-25,17.15,24.8,9.5,0.0
WS,11,1,1994,8,1994-08-26,17.85,21.2,14.5,0.0
WS,11,1,1994,8,1994-08-27,17.4,24.0,10.8,0.0
WS,11,1,1994,8,1994-08-28,17.2,20.2,14.2,0.0
WS,11,1,1994,8,1994-08-29,21.1,28.2,14.0,5.2
WS,11,1,1994,8,1994-08-30,24.6,30.8,18.4,0.0
WS,11,1,1994,8,1994-08-31,25.05,31.6,18.5,0.0
WS,11,1,1994,9,1994-09-01,23.9,32.0,15.8,0.0
WS,11,1,1994,9,1994-09-02,11.4,15.8,7.0,8.1
WS,11,1,1994,9,1994-09-03,10.9,18.0,3.8,0.0
WS,11,1,1994,9,1994-09-04,14.25,21.6,6.9,0.0
WS,11,1,1994,9,1994-09-05,17.6,24.8,10.4,0.0
WS,11,1,1994,9,1994-09-06,20.5,27.4,13.6,0.0
WS,11,1,1994,9,1994-09-07,14.3,19.0,9.6,11.2
WS,11,1,1994,9,1994-09-08,7.35,10.8,3.9,19.2
WS,11,1,1994,9,1994-09-09,9.7,17.4,2.0,0.0
WS,11,1,1994,9,1994-09-10,13.7,20.4,7.0,0.0
WS,11,1,1994,9,1994-09-11,17.85,24.8,10.9,0.0
WS,11,1,1994,9,1994-09-12,18.1,21.6,14.6,0.0
WS,11,1,1994,9,1994-09-13,15.65,16.4,14.9,23.6
WS,11,1,1994,9,1994-09-14,15.8,17.6,14.0,40.1
WS,11,1,1994,9,1994-09-15,14.85,16.4,13.3,11.0
WS,11,1,1994,9,1994-09-16,15.95,22.4,9.5,6.1
WS,11,1,1994,9,1994-09-17,16.45,21.6,11.3,0.0
WS,11,1,1994,9,1994-09-18,20.2,26.6,13.8,0.0
WS,11,1,1994,9,1994-09-19,21.65,29.0,14.3,0.0
WS,11,1,1994,9,1994-09-20,23.4,31.8,15.0,0.0
WS,11,1,1994,9,1994-09-21,24.2,31.8,16.6,0.0
WS,11,1,1994,9,1994-09-22,25.7,32.0,19.4,0.0
WS,11,1,1994,9,1994-09-23,25.2,32.4,18.0,0.0
WS,11,1,1994,9,1994-09-24,25.4,32.8,18.0,0.0
WS,11,1,1994,9,1994-09-25,20.9,26.3,15.5,0.0
WS,11,1,1994,9,1994-09-26,14.8,16.2,13.4,12.8
WS,11,1,1994,9,1994-09-27,13.5,19.4,7.6,6.8
WS,11,1,1994,9,1994-09-28,15.4,21.4,9.4,0.0
WS,11,1,1994,9,1994-09-29,17.5,23.3,11.7,0.0
WS,11,1,1994,9,1994-09-30,17.75,21.0,14.5,22.8
WS,11,1,1994,10,1994-10-01,18.85,20.4,17.3,3.4
