date,treatment,rain,tmax,tmin,srad,tmean
03/06/1961,PFUN,0.2,17.4,13.4,8.2,15.4
03/07/1961,PFUN,1.4,22.6,14,8.7,18.3
03/08/1961,PFUN,0,27.8,16,16.3,21.9
03/09/1961,PFUN,0,30,18,20.3,24
03/10/1961,PFUN,0,30.6,20.1,18.5,25.35
03/11/1961,PFUN,23.4,25.4,18.9,8.1,22.15
03/12/1961,PFUN,15.8,25.4,18.5,8.1,21.95
03/13/1961,PFUN,30.2,21.8,17.7,8.2,19.75
03/14/1961,PFUN,19,26.4,14,22.2,20.2
03/15/1961,PFUN,0,28.4,16.8,19.6,22.6
03/16/1961,PFUN,13.6,26,18,8.1,22
03/17/1961,PFUN,47.2,19,11.8,8.1,15.4
03/18/1961,PFUN,11.9,14.6,10.1,8.1,12.35
03/19/1961,PFUN,0.7,22,10.9,17,16.45
03/20/1961,PFUN,0.6,22.8,14.7,11.7,18.75
03/21/1961,PFUN,4,25,14,21.7,19.5
03/22/1961,PFUN,0,29.2,14,22.8,21.6
03/23/1961,PFUN,0,30.4,17,22.5,23.7
03/24/1961,PFUN,0,31.4,18.4,22.7,24.9
03/25/1961,PFUN,0,28.6,17,14.4,22.8
03/26/1961,PFUN,8.8,21.8,15.5,13.6,18.65
03/27/1961,PFUN,0,22,10.1,20,16.05
03/28/1961,PFUN,0,22.6,10,22.2,16.3
03/29/1961,PFUN,0,24.8,10.9,18.1,17.85
03/30/1961,PFUN,0,24.6,11.7,22.6,18.15
03/31/1961,PFUN,0,25.4,13,16.2,19.2
04/01/1961,PFUN,0,24.6,14.5,8.2,19.55
04/02/1961,PFUN,0.6,23.6,16.2,10.5,19.9
04/03/1961,PFUN,0,23.8,14,7.9,18.9
04/04/1961,PFUN,0.6,24.6,14.8,14.3,19.7
04/05/1961,PFUN,0,27.8,15,15.9,21.4
04/06/1961,PFUN,0,25.2,14.1,17.1,19.65
04/07/1961,PFUN,0,26.8,12.9,17.2,19.85
04/08/1961,PFUN,0,27.8,14.5,16.6,21.15
04/09/1961,PFUN,0,25.4,17.6,6.6,21.5
04/10/1961,PFUN,5,21.6,16.9,6.6,19.25
04/11/1961,PFUN,35.8,21.2,16.2,6.6,18.7
04/12/1961,PFUN,29.2,21.4,16,7.2,18.7
04/13/1961,PFUN,33.2,23,16.5,7,19.75
04/14/1961,PFUN,0,22.4,16.8,7.2,19.6
04/15/1961,PFUN,3.8,19.6,17,6.6,18.3
04/16/1961,PFUN,1,23.8,16.9,8.8,20.35
04/17/1961,PFUN,11,21,18.2,6.6,19.6
04/18/1961,PFUN,36.2,20.1,15,7.2,17.55
04/19/1961,PFUN,2.8,18.8,11,15,14.9
04/20/1961,PFUN,0,23.1,9.4,17.4,16.25
04/21/1961,PFUN,0,24,12.3,16.7,18.15
04/22/1961,PFUN,7.6,18.4,14,6.6,16.2
04/23/1961,PFUN,10.1,22.4,12.6,15.1,17.5
04/24/1961,PFUN,0,18.4,10.9,15.9,14.65
04/25/1961,PFUN,0,18,5.6,10.7,11.8
04/26/1961,PFUN,0,19.8,10.5,11.7,15.15
04/27/1961,PFUN,0,19.4,6.9,17.2,13.15
04/28/1961,PFUN,0,21.2,9.5,16.9,15.35
04/29/1961,PFUN,0,21.2,10,14.9,15.6
04/30/1961,PFUN,0,22.8,10,17.4,16.4
05/01/1961,PFUN,0,24,11.2,13.8,17.6
05/02/1961,PFUN,0,20.4,13,5.9,16.7
05/03/1961,PFUN,2.4,22.2,13.5,12,17.85
05/04/1961,PFUN,0,23,11.5,13.4,17.25
05/05/1961,PFUN,0,25,13,13.7,19
05/06/1961,PFUN,0,23,14.6,9.2,18.8
05/07/1961,PFUN,3.2,19.3,14.5,5.4,16.9
05/08/1961,PFUN,9.4,16.8,9.5,5.8,13.15
05/09/1961,PFUN,0.2,22,8.4,13.1,15.2
05/10/1961,PFUN,0,22.4,11.4,14.1,16.9
05/11/1961,PFUN,0,21.8,10,14,15.9
05/12/1961,PFUN,0,23.4,12.2,13.6,17.8
05/13/1961,PFUN,0,23.6,13.6,12.4,18.6
05/14/1961,PFUN,0,23.4,13.5,13.6,18.45
05/15/1961,PFUN,0,19.6,14.5,6.7,17.05
05/16/1961,PFUN,5.8,20.4,15.1,5.3,17.75
05/17/1961,PFUN,14.2,18.4,14.5,5.3,16.45
05/18/1961,PFUN,47.4,18.2,13.6,7.3,15.9
05/19/1961,PFUN,1.3,14.6,7.8,7.4,11.2
05/20/1961,PFUN,0,16.4,3,14.1,9.7
05/21/1961,PFUN,0,20.6,6.1,14.1,13.35
05/22/1961,PFUN,0,20,8.4,14.1,14.2
05/23/1961,PFUN,0,22.4,10.9,13.8,16.65
05/24/1961,PFUN,0,23.4,11,14.2,17.2
05/25/1961,PFUN,0,22.6,10.9,14.1,16.75
05/26/1961,PFUN,0,21.2,9.8,14.1,15.5
05/27/1961,PFUN,0,22,9.7,14.1,15.85
05/28/1961,PFUN,0,21.8,10.7,13,16.25
05/29/1961,PFUN,0,24.1,10.8,14.1,17.45
05/30/1961,PFUN,0,23.6,10.8,14.1,17.2
05/31/1961,PFUN,0,25.4,11.3,14.4,18.35
06/01/1961,PFUN,2.7,18.2,14.5,4.6,16.35
06/02/1961,PFUN,0,21.8,13.4,12.5,17.6
06/03/1961,PFUN,0,24.8,12,12.2,18.4
06/04/1961,PFUN,0,24.6,15.5,8.9,20.05
06/05/1961,PFUN,56.8,17.2,10.8,4.6,14
06/06/1961,PFUN,0,21.8,12,10.1,16.9
06/07/1961,PFUN,0,24,14.8,12,19.4
06/08/1961,PFUN,0,25.2,14.4,12.6,19.8
06/09/1961,PFUN,0,25,14.4,11.8,19.7
06/10/1961,PFUN,23,19,11,4.6,15
06/11/1961,PFUN,46.1,11.6,7.5,4.6,9.55
06/12/1961,PFUN,0,10.2,8,4.6,9.1
06/13/1961,PFUN,3.4,9.4,7.2,4.6,8.3
06/14/1961,PFUN,0.4,8.2,2.4,9.5,5.3
06/15/1961,PFUN,0,7.4,-1.6,12.6,2.9
06/16/1961,PFUN,0,9.6,-1.1,12.6,4.25
06/17/1961,PFUN,0,13.6,1.3,12.8,7.45
06/18/1961,PFUN,0,14.4,5.4,4.6,9.9
06/19/1961,PFUN,19.6,14.9,11.5,4.6,13.2
06/20/1961,PFUN,35,15,12.6,4.6,13.8
06/21/1961,PFUN,1.8,15.6,11.3,4.6,13.45
06/22/1961,PFUN,0,18.2,9.9,7.2,14.05
06/23/1961,PFUN,0.3,15.8,7.3,9.9,11.55
06/24/1961,PFUN,0,20,8,12.8,14
06/25/1961,PFUN,0,21.6,10.4,12.8,16
06/26/1961,PFUN,0,22.9,12.4,12,17.65
06/27/1961,PFUN,0,24.8,14.5,11.5,19.65
06/28/1961,PFUN,0,26,14,11.3,20
06/29/1961,PFUN,0,26.2,15.8,10.4,21
06/30/1961,PFUN,0,23.9,12.3,8.4,18.1
07/01/1961,PFUN,0,24.4,14.5,6.7,19.45
07/02/1961,PFUN,0,19.4,13.8,5.1,16.6
07/03/1961,PFUN,0,15.8,12,5.9,13.9
07/04/1961,PFUN,3,22.6,11.8,12.7,17.2
07/05/1961,PFUN,0,23.5,12.6,12.4,18.05
07/06/1961,PFUN,0,24.8,16.2,9,20.5
07/07/1961,PFUN,7.4,16.2,5,4.9,10.6
07/08/1961,PFUN,34.8,10.4,6.7,5.5,8.55
07/09/1961,PFUN,0,13,7,8.4,10
07/10/1961,PFUN,0,14.5,7.9,6.3,11.2
07/11/1961,PFUN,0,20,11.2,11.8,15.6
07/12/1961,PFUN,0,23,11.4,12.4,17.2
07/13/1961,PFUN,0,23.2,13.8,10.5,18.5
07/14/1961,PFUN,1.8,19,13,4.9,16
07/15/1961,PFUN,23.6,16,13.6,4.9,14.8
07/16/1961,PFUN,5.7,17,13.6,5.1,15.3
07/17/1961,PFUN,21.4,15,12.7,4.9,13.85
07/18/1961,PFUN,7.6,22.8,11.5,12,17.15
07/19/1961,PFUN,0,25.2,13.5,13.4,19.35
07/20/1961,PFUN,0,26.6,13.8,13.4,20.2
07/21/1961,PFUN,0.3,21.9,9.5,13.3,15.7
07/22/1961,PFUN,18.1,15.4,4.3,13.2,9.85
07/23/1961,PFUN,0,19.8,6.6,12.6,13.2
07/24/1961,PFUN,0,23.4,10,12.1,16.7
07/25/1961,PFUN,0,24.2,13.9,12,19.05
07/26/1961,PFUN,0,19.6,3.8,10.5,11.7
07/27/1961,PFUN,0,15.7,1,11,8.35
07/28/1961,PFUN,0,13.2,1,13.4,7.1
07/29/1961,PFUN,0,18.6,2,13.2,10.3
07/30/1961,PFUN,0,19.6,8.5,11.8,14.05
07/31/1961,PFUN,0,21.6,9.6,12.9,15.6
08/01/1961,PFUN,0,19.8,7.4,13.6,13.6
08/02/1961,PFUN,0,20.3,8.9,15.1,14.6
08/03/1961,PFUN,0,22.6,9,12.6,15.8
08/04/1961,PFUN,0,23.6,9.1,14.4,16.35
08/05/1961,PFUN,0,26.3,11.5,15.6,18.9
08/06/1961,PFUN,0,26.8,13.5,15.3,20.15
08/07/1961,PFUN,0,26.4,14,15.1,20.2
08/08/1961,PFUN,0,26.8,12.9,15.3,19.85
08/09/1961,PFUN,0,24.2,12.7,13.7,18.45
08/10/1961,PFUN,0,25.3,12.3,15.1,18.8
08/11/1961,PFUN,0,26.3,14.3,15.3,20.3
08/12/1961,PFUN,0,23.4,13.4,14.7,18.4
08/13/1961,PFUN,0,26.7,12.9,14.4,19.8
08/14/1961,PFUN,3.8,20.8,12.5,10.2,16.65
08/15/1961,PFUN,0,24.4,11.8,10.3,18.1
08/16/1961,PFUN,27.4,19,13.7,6.2,16.35
08/17/1961,PFUN,1,21.2,9.5,16.3,15.35
08/18/1961,PFUN,0,24.6,11,15.9,17.8
08/19/1961,PFUN,0,18.6,13.5,5.9,16.05
08/20/1961,PFUN,16.4,20.8,13,13,16.9
08/21/1961,PFUN,0.1,23.8,9.6,14.6,16.7
08/22/1961,PFUN,0,24.8,12,15.3,18.4
08/23/1961,PFUN,14.8,23,14.4,11.5,18.7
08/24/1961,PFUN,0.2,24.1,14.1,13,19.1
08/25/1961,PFUN,1.1,21.8,10.7,5.9,16.25
08/26/1961,PFUN,11.1,21.4,6.8,13.4,14.1
08/27/1961,PFUN,0,29.4,16.5,14.7,22.95
08/28/1961,PFUN,0,30,20.1,15.3,25.05
08/29/1961,PFUN,0,29.6,17.8,14,23.7
08/30/1961,PFUN,32.6,23.6,14.5,12.8,19.05
08/31/1961,PFUN,0,15.6,9.1,8,12.35
09/01/1961,PFUN,4.4,26.6,11.1,14.9,18.85
09/02/1961,PFUN,0,26.8,16.3,7.4,21.55
09/03/1961,PFUN,0,29.6,19,7.9,24.3
09/04/1961,PFUN,24.4,23.4,11.4,7.4,17.4
09/05/1961,PFUN,28.6,12,7.6,7.4,9.8
09/06/1961,PFUN,21.2,9.4,6.5,7.4,7.95
09/07/1961,PFUN,0,18,8.4,13.7,13.2
09/08/1961,PFUN,0.2,19.6,10.5,12.7,15.05
09/09/1961,PFUN,6.6,18.2,12,10.3,15.1
09/10/1961,PFUN,0.8,12.6,7.5,7.4,10.05
09/11/1961,PFUN,6.3,17.6,9.9,8.2,13.75
09/12/1961,PFUN,35.2,25,12.9,15.4,18.95
09/13/1961,PFUN,0.8,27.6,17,10.6,22.3
09/14/1961,PFUN,14.4,26,18.7,7.4,22.35
09/15/1961,PFUN,0.2,23.2,15.8,7.4,19.5
09/16/1961,PFUN,18.6,24.9,16,7.4,20.45
09/17/1961,PFUN,0.3,20.8,16,7.4,18.4
09/18/1961,PFUN,0,19.2,14.6,7.4,16.9
09/19/1961,PFUN,0,22.8,13.6,7.4,18.2
09/20/1961,PFUN,0.4,24.2,16,10.1,20.1
09/21/1961,PFUN,24.4,20.8,14.5,7.4,17.65
09/22/1961,PFUN,19.4,18.2,12,7.7,15.1
09/23/1961,PFUN,0,23.6,13,19.6,18.3
09/24/1961,PFUN,0,18.6,15.5,7.4,17.05
09/25/1961,PFUN,42.4,25.2,15,9.1,20.1
09/26/1961,PFUN,24,19.9,13.5,7.4,16.7
09/27/1961,PFUN,41,18.4,14.2,7.5,16.3
09/28/1961,PFUN,79.2,16.6,9,7.4,12.8
09/29/1961,PFUN,50,12.8,6,10.4,9.4
09/30/1961,PFUN,0.2,19.4,6.5,20.6,12.95
10/01/1961,PFUN,0,26.7,9,24.4,17.85
10/02/1961,PFUN,0,30.6,15.2,23.9,22.9
10/03/1961,PFUN,0,27.8,16.9,20.1,22.35
10/04/1961,PFUN,0,26.6,15.1,20.4,20.85
10/05/1961,PFUN,0,28.6,16.1,20,22.35
10/06/1961,PFUN,0,26.2,18.1,11.7,22.15
10/07/1961,PFUN,14.2,19.8,15.4,8.7,17.6
10/08/1961,PFUN,0.2,26.8,15.2,23.8,21
10/09/1961,PFUN,0,29.2,16,22.8,22.6
10/10/1961,PFUN,14.2,20.4,15,8.7,17.7
10/11/1961,PFUN,10,21.2,15,11.1,18.1
10/12/1961,PFUN,6.1,24.9,14.9,21.3,19.9
10/13/1961,PFUN,0,22.8,15.2,8.7,19
10/14/1961,PFUN,25.8,20.4,13.5,13.2,16.95
10/15/1961,PFUN,3.3,21.4,10.5,20.7,15.95
10/16/1961,PFUN,0,26,14.4,23.1,20.2
10/17/1961,PFUN,9.2,19.4,14.4,8.7,16.9
10/18/1961,PFUN,4.3,22.4,14,23.8,18.2
10/19/1961,PFUN,0,24,13.5,13.6,18.75
10/20/1961,PFUN,42,26.2,16.1,12.3,21.15
10/21/1961,PFUN,38.2,22,12.8,8.9,17.4
10/22/1961,PFUN,1.2,21.2,10,17.4,15.6
10/23/1961,PFUN,0,25.8,12.4,16,19.1
10/24/1961,PFUN,0.2,27.4,16.4,17.9,21.9
10/25/1961,PFUN,53.4,19.6,15,8.7,17.3
10/26/1961,PFUN,17,25.6,14.4,20.7,20
10/27/1961,PFUN,0,28.4,15.8,24.5,22.1
10/28/1961,PFUN,0,29.2,16.8,21.9,23
10/29/1961,PFUN,0,29.4,15.6,22.5,22.5
10/30/1961,PFUN,0,23,18,9.2,20.5
10/31/1961,PFUN,1,22.4,16.8,8.7,19.6
11/01/1961,PFUN,4.8,25.8,17.1,11,21.45
11/02/1961,PFUN,0,29.4,17.4,22.3,23.4
11/03/1961,PFUN,0,27.2,17.4,19.3,22.3
11/04/1961,PFUN,3.8,29.4,17.4,24.8,23.4
11/05/1961,PFUN,0,21.4,15.8,11.3,18.6
11/06/1961,PFUN,4.8,20,12.2,17.3,16.1
11/07/1961,PFUN,0,23.8,10.5,26.5,17.15
11/08/1961,PFUN,0,28,13,26.5,20.5
11/09/1961,PFUN,0,30.2,15,24.9,22.6
11/10/1961,PFUN,0,24.4,17.4,9.7,20.9
11/11/1961,PFUN,0,24.9,13.5,25,19.2
11/12/1961,PFUN,0,26,11.7,25.1,18.85
11/13/1961,PFUN,0,28.6,14.6,21.8,21.6
11/14/1961,PFUN,39.5,22.4,13.4,19.2,17.9
11/15/1961,PFUN,1.2,25.2,12.6,26.2,18.9
11/16/1961,PFUN,0,27,14,26.1,20.5
11/17/1961,PFUN,0,27.8,15.4,26.2,21.6
11/18/1961,PFUN,0,29.4,14.3,26.1,21.85
11/19/1961,PFUN,0,30.8,17,21.3,23.9
11/20/1961,PFUN,3.4,24.6,17.7,11.5,21.15
11/21/1961,PFUN,7.1,24.6,17.1,15.7,20.85
11/22/1961,PFUN,21.9,24.8,17.9,10.5,21.35
11/23/1961,PFUN,0,29.2,16,25.6,22.6
11/24/1961,PFUN,0,26.6,17.3,12.1,21.95
11/25/1961,PFUN,8.4,27.4,17.3,16.8,22.35
11/26/1961,PFUN,0.2,24.8,17,16.1,20.9
11/27/1961,PFUN,5,30.4,16.6,22.8,23.5
11/28/1961,PFUN,22.8,26.8,17.4,24.4,22.1
11/29/1961,PFUN,0,27.2,15.4,21,21.3
11/30/1961,PFUN,0,31.6,17.5,23,24.55
12/01/1961,PFUN,26.2,27.9,16,19.4,21.95
12/02/1961,PFUN,13.6,23.8,16.4,15.7,20.1
12/03/1961,PFUN,3.2,25.6,15.3,24.2,20.45
12/04/1961,PFUN,2.1,25.8,10.3,27.8,18.05
12/05/1961,PFUN,0,26.2,13.8,27.5,20
12/06/1961,PFUN,0,24.6,13.3,27.9,18.95
12/07/1961,PFUN,0,26.6,13.5,27.7,20.05
12/08/1961,PFUN,0,29.5,15,27.5,22.25
12/09/1961,PFUN,0,30,17.5,19.6,23.75
12/10/1961,PFUN,0,29.2,20.6,16,24.9
12/11/1961,PFUN,0,31,19.2,27.4,25.1
12/12/1961,PFUN,0,30,18.2,27.8,24.1
12/13/1961,PFUN,0,31.6,17.3,27.7,24.45
12/14/1961,PFUN,0,31.8,18.6,27.9,25.2
12/15/1961,PFUN,0,32.2,17.5,26.2,24.85
12/16/1961,PFUN,0,29,19.4,25.9,24.2
12/17/1961,PFUN,4.5,27.1,17.9,23.2,22.5
12/18/1961,PFUN,0,32,18.3,26.2,25.15
12/19/1961,PFUN,0,34.2,19.7,27.4,26.95
12/20/1961,PFUN,0,31,21.3,18.5,26.15
12/21/1961,PFUN,0,28.6,18.3,17.2,23.45
12/22/1961,PFUN,0,30.4,18.6,21.5,24.5
12/23/1961,PFUN,4.8,25.6,18.6,10.7,22.1
12/24/1961,PFUN,36.9,24.9,11.9,27.5,18.4
12/25/1961,PFUN,0,29.5,14.2,27.9,21.85
12/26/1961,PFUN,0,28.9,18.2,20.7,23.55
12/27/1961,PFUN,3.4,28.6,17.6,20.3,23.1
12/28/1961,PFUN,26,28.2,17.3,20,22.75
12/29/1961,PFUN,12.9,25,16.5,24.1,20.75
12/30/1961,PFUN,6,25,11.5,27.7,18.25
12/31/1961,PFUN,0,25,13.3,24.1,19.15
01/01/1962,PFUN,0,23.6,15.6,11.9,19.6
01/02/1962,PFUN,2,22.2,17,10,19.6
01/03/1962,PFUN,20.4,23.6,13.9,27.4,18.75
01/04/1962,PFUN,0,26.4,12.8,27.4,19.6
01/05/1962,PFUN,0,29.8,14.4,27.4,22.1
01/06/1962,PFUN,0,30.8,17.9,20.3,24.35
01/07/1962,PFUN,1,27,18.9,10.5,22.95
01/08/1962,PFUN,0.4,29.6,17.3,20.6,23.45
01/09/1962,PFUN,0,32.4,19.2,26.9,25.8
01/10/1962,PFUN,0,31.4,17,27.1,24.2
01/11/1962,PFUN,0,31.4,17.4,24.1,24.4
01/12/1962,PFUN,0,27.4,20.2,12.3,23.8
01/13/1962,PFUN,0,32.2,18,23.1,25.1
01/14/1962,PFUN,1.4,26.2,16,10.5,21.1
01/15/1962,PFUN,37.1,21.8,12.3,25.4,17.05
01/16/1962,PFUN,0,25,9.5,24.4,17.25
01/17/1962,PFUN,0,28,15,25,21.5
01/18/1962,PFUN,0,29,15,26.4,22
01/19/1962,PFUN,0,29,17.1,22.7,23.05
01/20/1962,PFUN,0,28.7,17.8,19.1,23.25
01/21/1962,PFUN,7,27,15.6,25.1,21.3
01/22/1962,PFUN,6.6,29.2,17,23.4,23.1
01/23/1962,PFUN,21,26.5,17,14.8,21.75
01/24/1962,PFUN,6.3,26.5,19.2,14.5,22.85
01/25/1962,PFUN,0,25.6,15.3,26.9,20.45
01/26/1962,PFUN,0,27.6,14.3,26.2,20.95
01/27/1962,PFUN,0,28.2,16.5,26.5,22.35
01/28/1962,PFUN,0,28,15,25.5,21.5
01/29/1962,PFUN,0,29.8,16,26.7,22.9
01/30/1962,PFUN,0,27.8,15.6,26.4,21.7
01/31/1962,PFUN,0,28.2,15,23.6,21.6
02/01/1962,PFUN,0,28.9,14.8,21.2,21.85
02/02/1962,PFUN,0.6,29,16,21.5,22.5
02/03/1962,PFUN,0.9,24.4,18,9.3,21.2
02/04/1962,PFUN,15.8,23.9,17.5,14.7,20.7
02/05/1962,PFUN,0.4,24.8,14.1,25.1,19.45
02/06/1962,PFUN,0,26.4,13.6,24.9,20
02/07/1962,PFUN,0,25.8,13.5,21.7,19.65
02/08/1962,PFUN,0,25.2,13.4,25.1,19.3
02/09/1962,PFUN,0,26.4,14,24.1,20.2
02/10/1962,PFUN,0,29.2,14.3,24.3,21.75
02/11/1962,PFUN,0,27.8,17.5,18,22.65
02/12/1962,PFUN,53,28.6,15.4,24.6,22
02/13/1962,PFUN,0,30,18,24.6,24
02/14/1962,PFUN,0,32.9,19.6,24.8,26.25
02/15/1962,PFUN,0,31,20.5,19.5,25.75
02/16/1962,PFUN,5.5,31.7,18.7,25.4,25.2
02/17/1962,PFUN,0,30.2,17.6,10.3,23.9
02/18/1962,PFUN,17.1,20.9,16.6,9.7,18.75
02/19/1962,PFUN,1.1,26,10,25.8,18
02/20/1962,PFUN,0,29.8,15.3,25.8,22.55
02/21/1962,PFUN,0,25,16.6,9.3,20.8
02/22/1962,PFUN,0,28.6,14.7,25.2,21.65
02/23/1962,PFUN,0,28.2,17.6,23.8,22.9
02/24/1962,PFUN,0,22.6,12.6,26,17.6
02/25/1962,PFUN,0,22.6,9.8,25.6,16.2
02/26/1962,PFUN,0,26.8,11,25.6,18.9
02/27/1962,PFUN,0,28.2,14.5,20.4,21.35
02/28/1962,PFUN,0.9,25.6,16.2,13.8,20.9
03/01/1962,PFUN,1,21.8,16.8,10.5,19.3
03/02/1962,PFUN,0,28.4,15.5,20.9,21.95
03/03/1962,PFUN,0,30.2,16.8,22.3,23.5
03/04/1962,PFUN,0,29.4,19.6,15.3,24.5
03/05/1962,PFUN,0,28.4,17.7,16.2,23.05
03/06/1962,PFUN,0,30,19,21.6,24.5
03/07/1962,PFUN,0,31.8,16.3,22.1,24.05
03/08/1962,PFUN,0,32.2,15.4,22.1,23.8
03/09/1962,PFUN,0,31,18.2,16,24.6
03/10/1962,PFUN,17.8,22.4,17.5,12.3,19.95
03/11/1962,PFUN,0.1,23.6,13.4,21.5,18.5
03/12/1962,PFUN,0,23.8,12.5,20.5,18.15
03/13/1962,PFUN,0,25.2,11.4,21.8,18.3
03/14/1962,PFUN,0,24.6,13.6,17.7,19.1
03/15/1962,PFUN,0,21.8,13.5,10.5,17.65
03/16/1962,PFUN,37.8,25.4,15,16,20.2
03/17/1962,PFUN,1.2,28,15,18.6,21.5
03/18/1962,PFUN,3,23,17,9.8,20
03/19/1962,PFUN,16.4,25,16.6,16.9,20.8
03/20/1962,PFUN,0.6,25.8,14.4,21.1,20.1
03/21/1962,PFUN,0,28.2,16,22,22.1
03/22/1962,PFUN,0,27.6,16.7,19.2,22.15
03/23/1962,PFUN,0,24.4,16.2,9.3,20.3
03/24/1962,PFUN,0,30.4,16.3,21.1,23.35
03/25/1962,PFUN,0,30.5,18,20.5,24.25
03/26/1962,PFUN,11.8,29.6,18,15.9,23.8
03/27/1962,PFUN,0,28.8,19,10.3,23.9
03/28/1962,PFUN,0,29,19.4,13.4,24.2
03/29/1962,PFUN,7.1,25.6,17.6,11,21.6
03/30/1962,PFUN,1.4,28.4,17,20.1,22.7
03/31/1962,PFUN,0,30.2,18,21.3,24.1
04/01/1962,PFUN,0,29.8,18,16.6,23.9
04/02/1962,PFUN,0,26.8,18.6,9.8,22.7
04/03/1962,PFUN,0,21.8,14.6,14.1,18.2
04/04/1962,PFUN,0,26.8,12,15.4,19.4
04/05/1962,PFUN,0,28.2,15.8,15.4,22
04/06/1962,PFUN,0,30.4,17,15.6,23.7
04/07/1962,PFUN,0,30.6,17.6,17.1,24.1
04/08/1962,PFUN,50,23.6,12.7,6.6,18.15
04/09/1962,PFUN,43.2,15.6,9.4,10.2,12.5
04/10/1962,PFUN,0.4,19.9,7.4,16.7,13.65
04/11/1962,PFUN,0,23,9.3,16.8,16.15
04/12/1962,PFUN,0,25,11.5,16.8,18.25
04/13/1962,PFUN,0,25.4,13,16.9,19.2
04/14/1962,PFUN,0,25.8,14.6,12.1,20.2
04/15/1962,PFUN,0,22.2,15.9,6.8,19.05
04/16/1962,PFUN,20.4,19.6,14.1,7.3,16.85
04/17/1962,PFUN,0,22.6,11,13.8,16.8
