date,treatment,rain,tmax,tmin,srad,tmean
01/15/1967,PFUN,1.6,27.8,17.4,19.4,22.6
01/16/1967,PFUN,0,28.8,17.3,26.6,23.05
01/17/1967,PFUN,0,30.8,17.8,26.6,24.3
01/18/1967,PFUN,0,27.6,16.2,16.5,21.9
01/19/1967,PFUN,6.5,25.4,12.6,25.5,19
01/20/1967,PFUN,0,27.2,16,18.8,21.6
01/21/1967,PFUN,20.9,22,15.4,10.9,18.7
01/22/1967,PFUN,3.8,22,12.6,23.6,17.3
01/23/1967,PFUN,0,20.6,14,11.7,17.3
01/24/1967,PFUN,0,21.4,15,12.3,18.2
01/25/1967,PFUN,2,27.6,16,19.6,21.8
01/26/1967,PFUN,3,29.4,17.6,26.1,23.5
01/27/1967,PFUN,0,27.9,17.9,26.2,22.9
01/28/1967,PFUN,0,27.8,15.2,24.6,21.5
01/29/1967,PFUN,0,26.9,15.6,25.2,21.25
01/30/1967,PFUN,0,28.8,15.6,26.2,22.2
01/31/1967,PFUN,0,31,17.2,26.4,24.1
02/01/1967,PFUN,0,29.6,18.9,18.3,24.25
02/02/1967,PFUN,0,27.2,19.3,15.1,23.25
02/03/1967,PFUN,18.2,22.6,15.5,14.7,19.05
02/04/1967,PFUN,0,24.6,13.5,19.2,19.05
02/05/1967,PFUN,0,29.7,15.5,24.4,22.6
02/06/1967,PFUN,0,31,18.4,24,24.7
02/07/1967,PFUN,0,32,20.1,24,26.05
02/08/1967,PFUN,0,27.8,19.4,13.8,23.6
02/09/1967,PFUN,0,28,18.5,15.4,23.25
02/10/1967,PFUN,0,29.2,18.4,18.7,23.8
02/11/1967,PFUN,21.3,29.4,18.5,24.4,23.95
02/12/1967,PFUN,0.2,29.8,19,24.5,24.4
02/13/1967,PFUN,0,27,19.4,14.6,23.2
02/14/1967,PFUN,11.5,25.2,17.3,21.8,21.25
02/15/1967,PFUN,0,28.4,13.8,24.8,21.1
02/16/1967,PFUN,0,26.6,19.4,11.9,23
02/17/1967,PFUN,5.5,19.4,14,9.7,16.7
02/18/1967,PFUN,0,24.2,11.5,17.5,17.85
02/19/1967,PFUN,0,26.8,16.2,14.6,21.5
02/20/1967,PFUN,0,26.4,17,18,21.7
02/21/1967,PFUN,7.2,20.6,16.8,10,18.7
02/22/1967,PFUN,24.1,26.6,18.3,14.1,22.45
02/23/1967,PFUN,16.3,29.4,18.5,22.4,23.95
02/24/1967,PFUN,0,29.4,19.2,25.1,24.3
02/25/1967,PFUN,0,24.6,18.4,16.7,21.5
02/26/1967,PFUN,0,25.4,16,14.7,20.7
02/27/1967,PFUN,38.2,22.9,17.5,10.2,20.2
02/28/1967,PFUN,5.9,24.2,17,11.3,20.6
03/01/1967,PFUN,15.9,24.3,17.3,17,20.8
03/02/1967,PFUN,0,26,16.5,9.7,21.25
03/03/1967,PFUN,5,23.8,18.6,8.6,21.2
03/04/1967,PFUN,9.9,23.6,18.8,9.4,21.2
03/05/1967,PFUN,5.1,24.6,16.7,20.9,20.65
03/06/1967,PFUN,0,25.8,14.2,21.5,20
03/07/1967,PFUN,0,26.8,15,22.1,20.9
03/08/1967,PFUN,0,29.2,16,21.9,22.6
03/09/1967,PFUN,0,25.2,17.5,13.1,21.35
03/10/1967,PFUN,0,26,18.2,20.2,22.1
03/11/1967,PFUN,0,26.8,11.5,22.1,19.15
03/12/1967,PFUN,0,28.6,15.9,16.5,22.25
03/13/1967,PFUN,8.5,23.8,14.7,18.1,19.25
03/14/1967,PFUN,0,25,11.9,19.6,18.45
03/15/1967,PFUN,0,22.2,13.2,19.6,17.7
03/16/1967,PFUN,0,22,7.6,22,14.8
03/17/1967,PFUN,0,26.4,11.4,21.7,18.9
03/18/1967,PFUN,0,27.6,15,21.4,21.3
03/19/1967,PFUN,0,28.2,15.2,21.8,21.7
03/20/1967,PFUN,0,26.9,16.4,15.7,21.65
03/21/1967,PFUN,0,26.9,17.5,10.4,22.2
03/22/1967,PFUN,16,20,14,8.1,17
03/23/1967,PFUN,3.1,20.4,15,8.1,17.7
03/24/1967,PFUN,0.6,24.6,17,13.5,20.8
03/25/1967,PFUN,3,27.4,14,21,20.7
03/26/1967,PFUN,0,25.6,17.5,13.5,21.55
03/27/1967,PFUN,44.1,19.5,15.8,8.1,17.65
03/28/1967,PFUN,3.1,24.4,15.8,14.2,20.1
03/29/1967,PFUN,0,25.6,15,21.1,20.3
03/30/1967,PFUN,0,26.2,15.5,17.4,20.85
03/31/1967,PFUN,0,27.4,16.2,18.7,21.8
04/01/1967,PFUN,2.9,27.4,18.4,12.2,22.9
04/02/1967,PFUN,6.4,27.2,16.8,13.4,22
04/03/1967,PFUN,0,23,18,7.4,20.5
04/04/1967,PFUN,6,24.4,16,17.2,20.2
04/05/1967,PFUN,0,26.2,13.5,18,19.85
04/06/1967,PFUN,0,27.8,15.4,16.7,21.6
04/07/1967,PFUN,0,27.8,15.4,17.9,21.6
04/08/1967,PFUN,0,27.4,16.5,17.6,21.95
04/09/1967,PFUN,0,26.8,16,10.2,21.4
04/10/1967,PFUN,0,28,16.2,17.4,22.1
04/11/1967,PFUN,0,29.4,16.3,17.9,22.85
04/12/1967,PFUN,0,28.8,18,16.2,23.4
04/13/1967,PFUN,0,29.8,15,17,22.4
04/14/1967,PFUN,11.4,26.2,15.5,13.9,20.85
04/15/1967,PFUN,0,22.8,14.3,16.4,18.55
04/16/1967,PFUN,0,24.2,10,17.4,17.1
04/17/1967,PFUN,0,25.6,12.1,17.6,18.85
04/18/1967,PFUN,0,25.4,13.4,17.4,19.4
04/19/1967,PFUN,0,24.2,13.4,16.3,18.8
04/20/1967,PFUN,0,26.4,12.5,16.1,19.45
04/21/1967,PFUN,7.1,18.4,12.5,12.6,15.45
04/22/1967,PFUN,0,20.8,8,17.4,14.4
04/23/1967,PFUN,0,16.4,8.6,6.6,12.5
04/24/1967,PFUN,0.3,16.4,4,17.8,10.2
04/25/1967,PFUN,0,17.4,3.8,17.8,10.6
04/26/1967,PFUN,0,19.4,5,16.4,12.2
04/27/1967,PFUN,0,20,10.2,15.9,15.1
04/28/1967,PFUN,0,23.2,11.4,17.5,17.3
04/29/1967,PFUN,0,24.6,12.6,17.5,18.6
04/30/1967,PFUN,0,23.8,12.5,16.4,18.15
05/01/1967,PFUN,0,24.2,12,13.7,18.1
05/02/1967,PFUN,0,22.4,11,13.6,16.7
05/03/1967,PFUN,0,17.8,8.8,9,13.3
05/04/1967,PFUN,0,20.4,8,13.8,14.2
05/05/1967,PFUN,0,22,10.4,14.3,16.2
05/06/1967,PFUN,0,23.4,9.7,15.1,16.55
05/07/1967,PFUN,0,23.6,12.2,14.9,17.9
05/08/1967,PFUN,0,24,11.7,14.8,17.85
05/09/1967,PFUN,0,22.8,11.8,11.2,17.3
05/10/1967,PFUN,0,25.8,12.5,15.1,19.15
05/11/1967,PFUN,0,24.6,14.6,10,19.6
05/12/1967,PFUN,0,26,13,14.6,19.5
05/13/1967,PFUN,0,26.6,13.7,14.4,20.15
05/14/1967,PFUN,0,26.4,15.7,13.5,21.05
05/15/1967,PFUN,0,27.7,15.4,14.9,21.55
05/16/1967,PFUN,0,27.7,16,14.8,21.85
05/17/1967,PFUN,0,25.2,14.5,14.9,19.85
05/18/1967,PFUN,0,26,13.7,13.3,19.85
05/19/1967,PFUN,0,19.8,12.6,5.3,16.2
05/20/1967,PFUN,12.6,20.8,11.3,13.5,16.05
05/21/1967,PFUN,0,23,14,13.5,18.5
05/22/1967,PFUN,24.6,18.6,13.5,5.3,16.05
05/23/1967,PFUN,38,25.2,13.2,13,19.2
05/24/1967,PFUN,0,27.4,15.8,12.8,21.6
05/25/1967,PFUN,0,26.6,16.5,12.7,21.55
05/26/1967,PFUN,0,28,16.7,15,22.35
05/27/1967,PFUN,0,27.2,16.5,13.9,21.85
05/28/1967,PFUN,0,22.9,15.2,5.4,19.05
05/29/1967,PFUN,0,23.4,15.2,10,19.3
05/30/1967,PFUN,0,18.4,14,5.3,16.2
05/31/1967,PFUN,11.7,20.4,12.6,6.9,16.5
06/01/1967,PFUN,0.4,25,15.5,11.3,20.25
06/02/1967,PFUN,0,25.6,14.6,11,20.1
06/03/1967,PFUN,25.2,17.2,7.5,4.6,12.35
06/04/1967,PFUN,2,13.6,5.5,11,9.55
06/05/1967,PFUN,10.5,10.2,6.5,4.6,8.35
06/06/1967,PFUN,6,11,4,12.5,7.5
06/07/1967,PFUN,0,13.4,1.7,12.7,7.55
06/08/1967,PFUN,0,8.6,1.9,12.8,5.25
06/09/1967,PFUN,0,13.3,0,12.6,6.65
06/10/1967,PFUN,0,12.9,3.2,11.9,8.05
06/11/1967,PFUN,0,16.8,2.7,12.6,9.75
06/12/1967,PFUN,0,14.4,5.5,9.7,9.95
06/13/1967,PFUN,0.1,8.2,-1,12,3.6
06/14/1967,PFUN,0,13,-0.5,10.4,6.25
06/15/1967,PFUN,0,16,4.3,4.9,10.15
06/16/1967,PFUN,0.3,17.8,13.4,4.6,15.6
06/17/1967,PFUN,0.2,25.2,13.4,10.8,19.3
06/18/1967,PFUN,0,26,13,11.8,19.5
06/19/1967,PFUN,0,25.4,12.8,12.8,19.1
06/20/1967,PFUN,0,25,12.2,9,18.6
06/21/1967,PFUN,3.2,24.4,12,8.7,18.2
06/22/1967,PFUN,0,25.2,14.6,12.1,19.9
06/23/1967,PFUN,0,24.6,14,10,19.3
06/24/1967,PFUN,1.7,16.8,5.2,5.7,11
06/25/1967,PFUN,0,18.6,3,12.5,10.8
06/26/1967,PFUN,0,24,10.8,10.8,17.4
06/27/1967,PFUN,0,23.6,12,8.8,17.8
06/28/1967,PFUN,0,23.4,12.6,13,18
06/29/1967,PFUN,0,17.8,12.4,5.6,15.1
06/30/1967,PFUN,5.2,13.8,7,8.4,10.4
07/01/1967,PFUN,1,9.6,5.6,4.9,7.6
07/02/1967,PFUN,0,18.2,4.8,13.3,11.5
07/03/1967,PFUN,0,22.3,7.5,13.3,14.9
07/04/1967,PFUN,0,16.8,7.4,7.2,12.1
07/05/1967,PFUN,3.8,17.4,9.8,8.9,13.6
07/06/1967,PFUN,0,15.6,11.2,4.9,13.4
07/07/1967,PFUN,4.1,23.8,11.9,7.4,17.85
07/08/1967,PFUN,19.9,18.4,13.3,5,15.85
07/09/1967,PFUN,64.3,15.8,12.2,4.9,14
07/10/1967,PFUN,55.6,13.8,8.6,5.2,11.2
07/11/1967,PFUN,6.9,11.4,1.4,12.8,6.4
07/12/1967,PFUN,0,14,5.4,5.5,9.7
07/13/1967,PFUN,1.3,19.2,10.2,10.1,14.7
07/14/1967,PFUN,0,20,10.2,12.3,15.1
07/15/1967,PFUN,0,20.8,10.6,12.4,15.7
07/16/1967,PFUN,0,21.8,10.6,12.9,16.2
07/17/1967,PFUN,0,22,13,13.3,17.5
07/18/1967,PFUN,0,21.4,13,9.5,17.2
07/19/1967,PFUN,0,18.6,13.5,4.9,16.05
07/20/1967,PFUN,53.2,16.2,13.4,4.9,14.8
07/21/1967,PFUN,32.9,15.2,7.8,5,11.5
07/22/1967,PFUN,5.2,9.4,4.4,11.1,6.9
07/23/1967,PFUN,0,15.4,1,13.4,8.2
07/24/1967,PFUN,0,17.9,5.9,5.8,11.9
07/25/1967,PFUN,0,23.6,11.8,6.3,17.7
07/26/1967,PFUN,0,27.4,15.6,13.3,21.5
07/27/1967,PFUN,0,27.2,15.2,13.1,21.2
07/28/1967,PFUN,0,26.4,15,13.2,20.7
07/29/1967,PFUN,0,26.4,16,12.1,21.2
07/30/1967,PFUN,0,26,13,10,19.5
07/31/1967,PFUN,0,26.4,15.5,6.6,20.95
08/01/1967,PFUN,0,26.6,16.8,15.4,21.7
08/02/1967,PFUN,0,26.2,14.7,14.8,20.45
08/03/1967,PFUN,0,19.6,9.2,6.3,14.4
08/04/1967,PFUN,0.3,12.8,4,14.2,8.4
08/05/1967,PFUN,0,18,4,13.3,11
08/06/1967,PFUN,0,19.8,10,7.8,14.9
08/07/1967,PFUN,17.3,21,12.6,12.1,16.8
08/08/1967,PFUN,0,25,12.5,15.5,18.75
08/09/1967,PFUN,0,26.6,13.7,13.3,20.15
08/10/1967,PFUN,0,25.6,14.5,7.4,20.05
08/11/1967,PFUN,21,19.6,14.3,5.9,16.95
08/12/1967,PFUN,2.4,20.8,12.4,12.7,16.6
08/13/1967,PFUN,0,23,14,10.5,18.5
08/14/1967,PFUN,0,22.8,11.5,7.1,17.15
08/15/1967,PFUN,4.5,16.1,3,14.6,9.55
08/16/1967,PFUN,0,23,6.6,14.4,14.8
08/17/1967,PFUN,0,27.8,10.6,16.2,19.2
08/18/1967,PFUN,0,28.8,14,11.8,21.4
08/19/1967,PFUN,0,28.4,17.2,9,22.8
08/20/1967,PFUN,1,19,14,5.9,16.5
08/21/1967,PFUN,64.2,17,14.3,5.9,15.65
08/22/1967,PFUN,25.1,17.2,14.5,5.9,15.85
08/23/1967,PFUN,50.6,16.4,10.6,5.9,13.5
08/24/1967,PFUN,36.6,22.2,7.5,13.1,14.85
08/25/1967,PFUN,0,24.6,14,14.3,19.3
08/26/1967,PFUN,0,26.6,14,14.3,20.3
08/27/1967,PFUN,0,26.4,16.8,7.2,21.6
08/28/1967,PFUN,0.3,23,8.8,7.9,15.9
08/29/1967,PFUN,0,26.4,8.5,14.9,17.45
08/30/1967,PFUN,0,27.8,17.5,7.5,22.65
08/31/1967,PFUN,0,23.4,14.9,5.9,19.15
09/01/1967,PFUN,39.5,19,16.6,7.4,17.8
09/02/1967,PFUN,5,25.6,15.9,10.7,20.75
09/03/1967,PFUN,1.6,20.4,14.8,7.4,17.6
09/04/1967,PFUN,52.1,22.8,15,13,18.9
09/05/1967,PFUN,1.3,24,14.5,10.8,19.25
09/06/1967,PFUN,2.9,24.2,16.5,10.5,20.35
09/07/1967,PFUN,0,20,13.5,17.2,16.75
09/08/1967,PFUN,23,16.2,12.2,7.4,14.2
09/09/1967,PFUN,42.8,18,10.2,17.3,14.1
09/10/1967,PFUN,0,21.6,8,20.4,14.8
09/11/1967,PFUN,0,18.2,10.6,9.2,14.4
09/12/1967,PFUN,17.4,24.6,11.8,7.4,18.2
09/13/1967,PFUN,23.7,14,4.4,19.6,9.2
09/14/1967,PFUN,0,19.4,5.5,20.6,12.45
09/15/1967,PFUN,0,23.2,9.6,20.3,16.4
09/16/1967,PFUN,0,26.8,11.5,19.7,19.15
09/17/1967,PFUN,0,21.2,14,7.4,17.6
09/18/1967,PFUN,28.5,18.8,14,9.1,16.4
09/19/1967,PFUN,34,23.6,17,9.5,20.3
09/20/1967,PFUN,28.7,19.8,12,7.4,15.9
09/21/1967,PFUN,0.2,18,9,12.3,13.5
09/22/1967,PFUN,1.4,18.8,11,7.4,14.9
09/23/1967,PFUN,3,18.8,13.4,7.4,16.1
09/24/1967,PFUN,0,24.4,14,16.3,19.2
09/25/1967,PFUN,0,23.2,13.7,15.8,18.45
09/26/1967,PFUN,0,23.4,10.2,18.6,16.8
09/27/1967,PFUN,0,24,12,17.2,18
09/28/1967,PFUN,0,26.4,13.5,19.2,19.95
09/29/1967,PFUN,0,23.6,14,12,18.8
09/30/1967,PFUN,0,22.6,14.5,9.2,18.55
10/01/1967,PFUN,2.7,20.2,15.7,8.7,17.95
10/02/1967,PFUN,3.9,28.2,16.9,16.1,22.55
10/03/1967,PFUN,0.9,23.8,16.5,8.7,20.15
10/04/1967,PFUN,12.2,24.6,16.6,9.3,20.6
10/05/1967,PFUN,8.5,23,15.9,8.7,19.45
10/06/1967,PFUN,0,25.8,17.2,9.6,21.5
10/07/1967,PFUN,0,24.6,17.1,10,20.85
10/08/1967,PFUN,0,30,18,17.4,24
10/09/1967,PFUN,0,28,18.5,10.2,23.25
10/10/1967,PFUN,0,31.8,19.6,16.9,25.7
10/11/1967,PFUN,0,28.4,19.7,9,24.05
10/12/1967,PFUN,15.7,21.2,13.4,10.6,17.3
10/13/1967,PFUN,0,26.8,10,23.6,18.4
10/14/1967,PFUN,0,30,17.3,21.7,23.65
10/15/1967,PFUN,0,31.8,20,22.2,25.9
10/16/1967,PFUN,34.8,25.4,16.6,11,21
10/17/1967,PFUN,5.3,30,18.6,18.5,24.3
10/18/1967,PFUN,0,27.2,20,10.1,23.6
10/19/1967,PFUN,35.5,20.8,11,8.7,15.9
10/20/1967,PFUN,3.7,21,11,13.3,16
10/21/1967,PFUN,1.2,16.6,11.5,8.7,14.05
10/22/1967,PFUN,0,20.4,12,14.2,16.2
10/23/1967,PFUN,0,26.8,13.5,23.2,20.15
10/24/1967,PFUN,0,28.8,15.2,24.3,22
10/25/1967,PFUN,0,28,15.9,19.9,21.95
10/26/1967,PFUN,0,27.4,15.6,22.2,21.5
10/27/1967,PFUN,0,29.6,16.5,23.5,23.05
10/28/1967,PFUN,0,28.8,17.8,15.9,23.3
10/29/1967,PFUN,0,21.8,13.1,21,17.45
10/30/1967,PFUN,0,26,10,24.5,18
10/31/1967,PFUN,0,27.6,12.4,24,20
11/01/1967,PFUN,0,24.2,16,9.7,20.1
11/02/1967,PFUN,22.6,20.8,16,11.3,18.4
11/03/1967,PFUN,1.9,20.8,12,18.4,16.4
11/04/1967,PFUN,0,23.8,10.6,27,17.2
11/05/1967,PFUN,0,25.6,12.5,26.7,19.05
11/06/1967,PFUN,1.2,23.6,14.1,16.9,18.85
11/07/1967,PFUN,0,28.2,14.8,26,21.5
11/08/1967,PFUN,0,23.4,16.5,24.4,19.95
11/09/1967,PFUN,0,31.2,17.5,24.9,24.35
11/10/1967,PFUN,0,33.2,19,25.1,26.1
11/11/1967,PFUN,0,29.2,16.8,12,23
11/12/1967,PFUN,28.9,21.2,15.4,10.6,18.3
11/13/1967,PFUN,0.1,24.2,14.4,26.4,19.3
11/14/1967,PFUN,0,29.4,15.6,26.5,22.5
11/15/1967,PFUN,0,25.2,17.2,13.8,21.2
11/16/1967,PFUN,0,25,14.4,18.5,19.7
11/17/1967,PFUN,0,22.8,14.5,22,18.65
11/18/1967,PFUN,0,27.4,14.5,15.1,20.95
11/19/1967,PFUN,0,28.4,15.1,26.7,21.75
11/20/1967,PFUN,0,28.8,13.4,25.8,21.1
11/21/1967,PFUN,0,27.8,15.2,13.8,21.5
11/22/1967,PFUN,0,22.8,16.1,12.1,19.45
11/23/1967,PFUN,0.4,22.8,15.5,9.9,19.15
11/24/1967,PFUN,0,28.2,16.6,24.6,22.4
11/25/1967,PFUN,0,26.2,15,15.1,20.6
11/26/1967,PFUN,6.3,21.6,13.5,13.1,17.55
11/27/1967,PFUN,0,21.4,14,9.9,17.7
11/28/1967,PFUN,69.1,17,12.5,9.7,14.75
11/29/1967,PFUN,23.6,23,12.5,21.5,17.75
11/30/1967,PFUN,0,25.8,13.3,26.4,19.55
12/01/1967,PFUN,0,30.4,15.7,27.6,23.05
12/02/1967,PFUN,0,24.4,15,10.2,19.7
12/03/1967,PFUN,91.8,23.6,15,18.4,19.3
12/04/1967,PFUN,0,25.4,12.2,27.4,18.8
12/05/1967,PFUN,0,26.4,13,27.7,19.7
12/06/1967,PFUN,0,28,13.4,28.1,20.7
12/07/1967,PFUN,0,29.4,15.5,22.4,22.45
12/08/1967,PFUN,0,26.8,20,12.9,23.4
12/09/1967,PFUN,0.2,23.8,12.6,28.1,18.2
12/10/1967,PFUN,0,25.2,12.6,27.9,18.9
12/11/1967,PFUN,0,26.8,13.5,24.4,20.15
12/12/1967,PFUN,0,26.4,14.5,27.9,20.45
12/13/1967,PFUN,0,28.4,15,26.8,21.7
12/14/1967,PFUN,0,29,17.6,25.6,23.3
12/15/1967,PFUN,0,29.8,16.6,26.7,23.2
12/16/1967,PFUN,0,30.6,17.4,27.5,24
12/17/1967,PFUN,0,31.8,18.3,26.2,25.05
12/18/1967,PFUN,0,32.4,18,27.8,25.2
12/19/1967,PFUN,0,31.6,19.6,19,25.6
12/20/1967,PFUN,0,29.4,17.4,22.3,23.4
12/21/1967,PFUN,12.4,31.6,16.8,27.9,24.2
12/22/1967,PFUN,0,29,16.4,24.3,22.7
12/23/1967,PFUN,0,25.4,11.4,27.8,18.4
12/24/1967,PFUN,0,28.8,13.5,27.8,21.15
12/25/1967,PFUN,0,30.6,16,27.9,23.3
12/26/1967,PFUN,0,29.6,16.2,27.8,22.9
12/27/1967,PFUN,0,30.6,16,27.9,23.3
12/28/1967,PFUN,0,31,16.6,27.9,23.8
12/29/1967,PFUN,0,30.6,15.7,25.9,23.15
12/30/1967,PFUN,0,30.2,16,27.9,23.1
12/31/1967,PFUN,0,31.9,18.5,23.4,25.2
01/01/1968,PFUN,0,31.6,19.2,20.3,25.4
01/02/1968,PFUN,26,21,18,10,19.5
01/03/1968,PFUN,7.1,22.4,12,26.9,17.2
01/04/1968,PFUN,0,25.2,11.5,27.5,18.35
01/05/1968,PFUN,0,26.6,13.6,27.2,20.1
01/06/1968,PFUN,0,29,13.8,26.9,21.4
01/07/1968,PFUN,0,30.2,16.5,25.7,23.35
01/08/1968,PFUN,0,30.2,17.5,14.1,23.85
01/09/1968,PFUN,0,31.1,18.8,22.8,24.95
01/10/1968,PFUN,0,32.2,20.2,22.7,26.2
01/11/1968,PFUN,10.8,28.6,16.4,15.2,22.5
01/12/1968,PFUN,35.6,30,16.4,24.4,23.2
01/13/1968,PFUN,1.7,28.2,17,18.2,22.6
01/14/1968,PFUN,15.2,25.8,17.5,14.2,21.65
01/15/1968,PFUN,3,29.5,17,27,23.25
01/16/1968,PFUN,0,27.2,19.7,14,23.45
01/17/1968,PFUN,0,29.6,17,25.6,23.3
01/18/1968,PFUN,0,28.8,18.3,14.9,23.55
01/19/1968,PFUN,0,29.4,17.2,26.3,23.3
01/20/1968,PFUN,0,29,18.2,16.4,23.6
01/21/1968,PFUN,18.2,24.4,18.2,13.2,21.3
01/22/1968,PFUN,2.3,24.6,16.6,26,20.6
01/23/1968,PFUN,0,22.8,13.4,13.8,18.1
01/24/1968,PFUN,0,23,15.9,10,19.45
01/25/1968,PFUN,0,28.8,17.8,13.9,23.3
01/26/1968,PFUN,10.3,28.4,18.5,13.5,23.45
01/27/1968,PFUN,3.2,30,19.3,16.5,24.65
01/28/1968,PFUN,0,31,20.8,21.9,25.9
01/29/1968,PFUN,0,30.4,20.2,15.1,25.3
01/30/1968,PFUN,25.2,26.8,18.5,20,22.65
01/31/1968,PFUN,0,25,14.6,19.4,19.8
02/01/1968,PFUN,0,26.2,15,24.4,20.6
02/02/1968,PFUN,0,26.2,14.4,25.1,20.3
02/03/1968,PFUN,0,26.8,14.9,25,20.85
02/04/1968,PFUN,0,29.2,15.7,24.6,22.45
02/05/1968,PFUN,0,30.6,16.6,24.9,23.6
02/06/1968,PFUN,0,31.2,18,22.7,24.6
02/07/1968,PFUN,0,29.4,19.1,15.1,24.25
02/08/1968,PFUN,0.2,33.4,17.5,22.8,25.45
02/09/1968,PFUN,0,33.4,18.2,25.1,25.8
02/10/1968,PFUN,0,32,19.6,16.3,25.8
02/11/1968,PFUN,5,28.2,20.1,11.9,24.15
02/12/1968,PFUN,8,23.4,18.4,9.3,20.9
02/13/1968,PFUN,47.4,27,18.2,21.1,22.6
02/14/1968,PFUN,0,28,17,23.1,22.5
02/15/1968,PFUN,0,26.7,15.8,25.5,21.25
02/16/1968,PFUN,0,29.4,15.7,25.5,22.55
02/17/1968,PFUN,0,30,16.5,25.5,23.25
02/18/1968,PFUN,0,29.8,17.6,25.5,23.7
02/19/1968,PFUN,0,28.8,16,25.5,22.4
02/20/1968,PFUN,0,28,16,25.6,22
02/21/1968,PFUN,0,30.2,16.4,25.5,23.3
02/22/1968,PFUN,0,29.6,16.7,21.5,23.15
02/23/1968,PFUN,13.5,24.2,16.5,18.7,20.35
02/24/1968,PFUN,0.5,25.8,12.6,23.8,19.2
02/25/1968,PFUN,0,28,13.6,24.6,20.8
02/26/1968,PFUN,0,27,15,25.3,21
02/27/1968,PFUN,0,28.8,15.1,25.4,21.95
02/28/1968,PFUN,0,30.2,18,25.4,24.1
02/29/1968,PFUN,0,32.2,16.5,25,24.35
03/01/1968,PFUN,0,32.8,18.4,22.2,25.6
03/02/1968,PFUN,0,32,18.8,22.3,25.4
03/03/1968,PFUN,0,32.8,18.6,22.2,25.7
03/04/1968,PFUN,0,32.6,18.5,22.3,25.55
03/05/1968,PFUN,0,31.8,17.8,21.1,24.8
03/06/1968,PFUN,0,29.6,19,17.2,24.3
03/07/1968,PFUN,0.6,30.4,19.7,17.1,25.05
03/08/1968,PFUN,0,30,18,21.8,24
03/09/1968,PFUN,0,32,19.6,20.6,25.8
03/10/1968,PFUN,14.2,26.8,20.1,17,23.45
03/11/1968,PFUN,0,26.2,16.9,12.6,21.55
03/12/1968,PFUN,0,28.8,16.5,22.1,22.65
03/13/1968,PFUN,0,30.2,18,19.6,24.1
03/14/1968,PFUN,0.9,31.4,20.1,18,25.75
03/15/1968,PFUN,0,24.2,18.2,8.1,21.2
03/16/1968,PFUN,27.5,18.2,13.2,8.1,15.7
03/17/1968,PFUN,0,21,10.4,21.5,15.7
03/18/1968,PFUN,0,24.6,11.1,22.1,17.85
03/19/1968,PFUN,0,26,12.8,20.3,19.4
03/20/1968,PFUN,0,27.2,15.4,14.7,21.3
03/21/1968,PFUN,29.3,20.8,16.2,8.2,18.5
03/22/1968,PFUN,0.8,25.2,15.5,19,20.35
03/23/1968,PFUN,1.8,23.6,17,9.2,20.3
03/24/1968,PFUN,0,29.8,16,22.5,22.9
03/25/1968,PFUN,0,29,20.1,12.6,24.55
03/26/1968,PFUN,5.2,28.4,19.4,17.3,23.9
03/27/1968,PFUN,5.2,20.4,14.5,8.1,17.45
03/28/1968,PFUN,0.8,22.8,15,8.1,18.9
03/29/1968,PFUN,5.2,20.8,16.4,8.1,18.6
03/30/1968,PFUN,15.8,23,18.1,8.7,20.55
03/31/1968,PFUN,3.1,22.4,14.6,18.3,18.5
04/01/1968,PFUN,0,20.3,8.8,13.6,14.55
04/02/1968,PFUN,2,15.1,12.5,6.6,13.8
04/03/1968,PFUN,2.8,19,10.5,9.8,14.75
04/04/1968,PFUN,0,18.6,10,16.5,14.3
04/05/1968,PFUN,0,16.4,5.5,17.8,10.95
04/06/1968,PFUN,0,13.4,5,7.1,9.2
04/07/1968,PFUN,0,20.6,6.6,17.3,13.6
04/08/1968,PFUN,0,25,10.4,17.6,17.7
04/09/1968,PFUN,0,25.8,12.7,17.4,19.25
04/10/1968,PFUN,0,25.2,12.7,16.5,18.95
04/11/1968,PFUN,0,27.4,13.6,17.9,20.5
04/12/1968,PFUN,0,25,14.6,17,19.8
04/13/1968,PFUN,0,19,7.6,17.3,13.3
04/14/1968,PFUN,0,20,7.1,15.6,13.55
04/15/1968,PFUN,0,22.8,9.6,15.6,16.2
04/16/1968,PFUN,0,22.4,11,16.4,16.7
04/17/1968,PFUN,0,24,10.7,15.6,17.35
04/18/1968,PFUN,0,26.6,13.4,12.4,20
04/19/1968,PFUN,8.5,21.4,14.8,6.6,18.1
04/20/1968,PFUN,18,16,9.8,10.7,12.9
04/21/1968,PFUN,0,18,6.6,17.2,12.3
04/22/1968,PFUN,0,21.6,8.2,17,14.9
04/23/1968,PFUN,0,19.6,10,17.3,14.8
04/24/1968,PFUN,0,19,6.9,17,12.95
04/25/1968,PFUN,0,20.4,8.6,17.1,14.5
04/26/1968,PFUN,0,23.2,9,17.1,16.1
04/27/1968,PFUN,0,16.6,12.6,6.6,14.6
04/28/1968,PFUN,76.2,16.4,13.6,6.6,15
04/29/1968,PFUN,18.8,16.2,9.2,11,12.7
04/30/1968,PFUN,0.7,11.2,5.9,12.2,8.55
05/01/1968,PFUN,0,13.6,1.8,13.3,7.7
05/02/1968,PFUN,0,20.2,4.5,13.9,12.35
05/03/1968,PFUN,0,22.1,8,14,15.05
05/04/1968,PFUN,0,23.2,9.8,13.9,16.5
