date,treatment,rain,tmax,tmin,srad,tmean
03/28/1965,PGRO,0,25,8.9,11.50986339,16.95
03/29/1965,PGRO,0,22.2,8.8,14.48269298,15.5
03/30/1965,PGRO,0,23,10.5,11.71137174,16.75
03/31/1965,PGRO,0,28.3,11,11.11116289,19.65
04/01/1965,PGRO,0,29.9,12.2,12.86941022,21.05
04/02/1965,PGRO,0,24,13.8,14.82510129,18.9
04/03/1965,PGRO,0,25.3,13.6,15.38384238,19.45
04/04/1965,PGRO,0,26.4,14.7,14.77471998,20.55
04/05/1965,PGRO,0,27.7,15.4,12.06644423,21.55
04/06/1965,PGRO,13,19.3,15,10.63776396,17.15
04/07/1965,PGRO,0,28.2,13.8,15.26700592,21
04/08/1965,PGRO,39,27.8,17,12.69377791,22.4
04/09/1965,PGRO,7,26.9,16.2,9.729980857,21.55
04/10/1965,PGRO,0,24.1,14.5,13.88715892,19.3
04/11/1965,PGRO,0,25.1,11.1,11.14843836,18.1
04/12/1965,PGRO,0,28.6,10.6,14.74996381,19.6
04/13/1965,PGRO,0,27.7,16.7,13.0451906,22.2
04/14/1965,PGRO,0,24.8,16.2,12.76845025,20.5
04/15/1965,PGRO,0,27.4,16.6,10.08372684,22
04/16/1965,PGRO,0,26.8,16.6,14.81938851,21.7
04/17/1965,PGRO,0,28.1,15.7,12.54725014,21.9
04/18/1965,PGRO,0,21.3,15.1,13.46357762,18.2
04/19/1965,PGRO,0,20.6,14.4,10.6279738,17.5
04/20/1965,PGRO,3.4,20.9,14.9,11.83786677,17.9
04/21/1965,PGRO,0,25.1,14.3,14.88854413,19.7
04/22/1965,PGRO,0,21.9,12.4,12.37725019,17.15
04/23/1965,PGRO,0,25.4,10.6,11.43536643,18
04/24/1965,PGRO,0,26.1,14,13.96177514,20.05
04/25/1965,PGRO,9.4,26,4.2,6.327581383,15.1
04/26/1965,PGRO,0,24.9,18.4,9.234473064,21.65
04/27/1965,PGRO,17,17.5,14.8,6.337429085,16.15
04/28/1965,PGRO,121,15.7,14.2,6.106712033,14.95
04/29/1965,PGRO,31.4,12,10.6,6.5344738,11.3
04/30/1965,PGRO,0,14.8,10.6,8.730436145,12.7
05/01/1965,PGRO,23.4,18.4,11.6,5.521002704,15
05/02/1965,PGRO,0,22.2,6,7.792956414,14.1
05/03/1965,PGRO,0,24,5,6.36597298,14.5
05/04/1965,PGRO,0,22.5,10,9.435344601,16.25
05/05/1965,PGRO,0,23.5,13.2,12.02010386,18.35
05/06/1965,PGRO,0,26.5,9.2,8.238195361,17.85
05/07/1965,PGRO,0,23,11.8,8.009157584,17.4
05/08/1965,PGRO,0,19.6,14.5,6.436346011,17.05
05/09/1965,PGRO,16,17.8,12.4,5.235828703,15.1
05/10/1965,PGRO,30,18.4,14.8,5.202563731,16.6
05/11/1965,PGRO,15.4,19,13.6,5.169875864,16.3
05/12/1965,PGRO,0,18,12.6,6.899802577,15.3
05/13/1965,PGRO,6.2,21,14.8,7.298929675,17.9
05/14/1965,PGRO,33.4,20,15.7,5.075408907,17.85
05/15/1965,PGRO,18,16.4,11.2,5.045161934,13.8
05/16/1965,PGRO,0,15.8,13.5,8.477979815,14.65
05/17/1965,PGRO,1.4,20.5,12.8,4.986605349,16.65
05/18/1965,PGRO,13.4,12.6,11.3,4.958319394,11.95
05/19/1965,PGRO,1.5,16,11.4,4.930710227,13.7
05/20/1965,PGRO,0,14.5,10.6,4.903788857,12.55
05/21/1965,PGRO,3.4,21.5,12.7,4.877565963,17.1
05/22/1965,PGRO,0,22.1,13.2,9.329177632,17.65
05/23/1965,PGRO,0,20,0.2,10.46564657,10.1
05/24/1965,PGRO,0,22,0.2,7.486223096,11.1
05/25/1965,PGRO,0,23.5,0,10.79498484,11.75
05/26/1965,PGRO,0,23.5,4.1,11.66711529,13.8
05/27/1965,PGRO,0,25,6.7,11.37288534,15.85
05/28/1965,PGRO,0.3,24.5,7.6,9.841427531,16.05
05/29/1965,PGRO,0,16.2,10.5,8.815595458,13.35
05/30/1965,PGRO,0,15.3,5.5,12.07037221,10.4
05/31/1965,PGRO,0,25,4.6,10.55486975,14.8
06/01/1965,PGRO,0,24.1,4.3,5.863369163,14.2
06/02/1965,PGRO,0,24.3,0.4,6.49463737,12.35
06/03/1965,PGRO,0,24,1.7,4.766989137,12.85
06/04/1965,PGRO,0,22,5.3,4.588964008,13.65
06/05/1965,PGRO,3.3,20.1,9.4,4.574270444,14.75
06/06/1965,PGRO,0,18.4,9.4,4.560400332,13.9
06/07/1965,PGRO,0,21.2,9.7,4.547358626,15.45
06/08/1965,PGRO,4,19.4,7,4.535149947,13.2
06/09/1965,PGRO,45.2,21.5,9.8,4.52377859,15.65
06/10/1965,PGRO,0.4,20.5,9.4,4.673348779,14.95
06/11/1965,PGRO,3.2,20.2,7.6,9.458665559,13.9
06/12/1965,PGRO,0,20.4,5.1,9.681916135,12.75
06/13/1965,PGRO,0,17.2,7.2,5.283700146,12.2
06/14/1965,PGRO,6,22.2,10.2,6.071611291,16.2
06/15/1965,PGRO,0,20,9.6,8.449108527,14.8
06/16/1965,PGRO,0,19,8,6.056758914,13.5
06/17/1965,PGRO,0,20.3,6.3,9.623062935,13.3
06/18/1965,PGRO,0,20.4,6,7.632834991,13.2
06/19/1965,PGRO,0,20.7,5.8,10.00712122,13.25
06/20/1965,PGRO,0,22.3,5.4,10.16171009,13.85
06/21/1965,PGRO,0,21.2,5.5,11.18958789,13.35
06/22/1965,PGRO,0,23.1,10.2,10.79269324,16.65
06/23/1965,PGRO,1.2,22.3,9.4,6.989996535,15.85
06/24/1965,PGRO,0,21.4,10,8.418775476,15.7
06/25/1965,PGRO,0,18.4,8.2,6.836718539,13.3
06/26/1965,PGRO,0,20,8.6,6.841127383,14.3
06/27/1965,PGRO,0,21.1,7.6,10.1808391,14.35
06/28/1965,PGRO,0,24,9.3,10.03138019,16.65
06/29/1965,PGRO,0,25.1,5.2,5.271134593,15.15
06/30/1965,PGRO,2.4,24.1,5.8,8.622025027,14.95
07/01/1965,PGRO,0,29.1,9.5,6.482579199,19.3
07/02/1965,PGRO,0,20.4,4.6,7.850331025,12.5
07/03/1965,PGRO,7.4,19.4,9.2,4.507559686,14.3
07/04/1965,PGRO,10,20,12,4.517575992,16
07/05/1965,PGRO,8,18.6,11.6,4.528428917,15.1
07/06/1965,PGRO,18.6,18.2,9,5.504268907,13.6
07/07/1965,PGRO,0,20.1,8.4,7.128870579,14.25
07/08/1965,PGRO,0,20.2,7.5,6.179554035,13.85
07/09/1965,PGRO,0,19.8,9.2,6.359079639,14.5
07/10/1965,PGRO,27,15.8,6.3,4.595081321,11.05
07/11/1965,PGRO,0,14,1,4.610852581,7.5
07/12/1965,PGRO,0,14.5,1,7.315964529,7.75
07/13/1965,PGRO,0,25.4,0,7.912551511,12.7
07/14/1965,PGRO,7.2,23,14.5,8.923148373,18.75
07/15/1965,PGRO,0,17.1,8,8.790361756,12.55
07/16/1965,PGRO,0,14.4,7.7,10.0590134,11.05
07/17/1965,PGRO,0,16.9,9,8.442815316,12.95
07/18/1965,PGRO,0,21.8,11,7.480774325,16.4
07/19/1965,PGRO,0,27.4,11.5,9.7593406,19.45
07/20/1965,PGRO,28,31.8,10.8,6.040800083,21.3
07/21/1965,PGRO,0,20.7,0.2,11.09804582,10.45
07/22/1965,PGRO,0,18.8,4.2,8.368941511,11.5
07/23/1965,PGRO,0,20.9,4.6,10.77146815,12.75
07/24/1965,PGRO,0,20.6,9.6,8.870018807,15.1
07/25/1965,PGRO,0,20.8,9.7,8.316158714,15.25
07/26/1965,PGRO,0,22.4,9,9.638228523,15.7
07/27/1965,PGRO,0,22.1,9.6,5.824604221,15.85
07/28/1965,PGRO,0,23.2,8.8,7.148492732,16
07/29/1965,PGRO,0,19.4,11.4,6.061931528,15.4
07/30/1965,PGRO,21.2,14.6,12,5.053463371,13.3
07/31/1965,PGRO,7,23.2,10.7,5.083623151,16.95
08/01/1965,PGRO,0,24.5,7.6,9.232858333,16.05
08/02/1965,PGRO,0,24.3,6.6,8.666375889,15.45
08/03/1965,PGRO,0,26.9,6.8,8.006829757,16.85
08/04/1965,PGRO,9.6,26.2,9.2,6.986435923,17.7
08/05/1965,PGRO,0,20.6,7.9,13.00519833,14.25
08/06/1965,PGRO,0,18.7,7.6,12.62649947,13.15
08/07/1965,PGRO,0,24.1,10.4,12.51475227,17.25
08/08/1965,PGRO,0,20.5,12.8,8.964435023,16.65
08/09/1965,PGRO,0,23.2,9.8,9.743826404,16.5
08/10/1965,PGRO,0,25.1,12.6,11.80936149,18.85
08/11/1965,PGRO,0,26.4,13.8,6.461969536,20.1
08/12/1965,PGRO,0,26.1,10.4,11.94330007,18.25
08/13/1965,PGRO,0,28.5,5,14.60542164,16.75
08/14/1965,PGRO,0,27.6,11.2,14.1280868,19.4
08/15/1965,PGRO,7.2,18.3,13,10.1849767,15.65
08/16/1965,PGRO,0,27.7,11,10.62138297,19.35
08/17/1965,PGRO,0,29.5,17.2,11.81756603,23.35
08/18/1965,PGRO,0,28.7,16.8,12.83542134,22.75
08/19/1965,PGRO,28,26.4,9,6.90082759,17.7
08/20/1965,PGRO,18.4,8.4,3,5.795963814,5.7
08/21/1965,PGRO,0,8.8,1.6,5.835868868,5.2
08/22/1965,PGRO,0,15.6,4.6,10.52079573,10.1
08/23/1965,PGRO,0,22.8,0,10.2919902,11.4
08/24/1965,PGRO,0,28,3.6,15.14111198,15.8
08/25/1965,PGRO,0,29.6,7.8,13.85176999,18.7
08/26/1965,PGRO,0,28.6,12.3,15.31143863,20.45
08/27/1965,PGRO,0,28.1,7.6,13.21656649,17.85
08/28/1965,PGRO,0,21.2,9,14.78560212,15.1
08/29/1965,PGRO,0,24.1,14.1,13.56753683,19.1
08/30/1965,PGRO,0,27,8.6,14.95080096,17.8
08/31/1965,PGRO,0,22.6,15,14.32662737,18.8
09/01/1965,PGRO,0,29.9,12.4,9.536466674,21.15
09/02/1965,PGRO,0,30.8,12.6,10.40891183,21.7
09/03/1965,PGRO,0,31.6,17.2,10.16262954,24.4
09/04/1965,PGRO,4.3,25.8,14.4,7.651028046,20.1
09/05/1965,PGRO,0,27.2,16,8.93858794,21.6
09/06/1965,PGRO,0,24,12.6,15.01015282,18.3
09/07/1965,PGRO,0,18.1,12.6,15.61104249,15.35
09/08/1965,PGRO,0,23.2,16,12.34345242,19.6
09/09/1965,PGRO,0,30.9,16.4,14.51302023,23.65
09/10/1965,PGRO,0,29.2,17.4,15.4334565,23.3
09/11/1965,PGRO,7.2,19.3,9.8,9.363953588,14.55
09/12/1965,PGRO,0,19.8,5.2,15.48493121,12.5
09/13/1965,PGRO,0,18,10.4,16.63176279,14.2
09/14/1965,PGRO,7.6,23.6,14,7.913276201,18.8
09/15/1965,PGRO,0,19.7,14.2,16.04072155,16.95
09/16/1965,PGRO,0,23.5,12,9.628098261,17.75
09/17/1965,PGRO,0,26,15,12.61227341,20.5
09/18/1965,PGRO,11.2,23,14,11.14917819,18.5
09/19/1965,PGRO,0,23.3,8.8,15.25463641,16.05
09/20/1965,PGRO,0,22.4,4,11.70183633,13.2
09/21/1965,PGRO,0,23.4,3.6,14.18453851,13.5
09/22/1965,PGRO,0,25.2,3.4,15.13547036,14.3
09/23/1965,PGRO,0,29.6,11.6,10.76336731,20.6
09/24/1965,PGRO,0,29.6,12.6,10.59299839,21.1
09/25/1965,PGRO,16.6,23.8,14.6,7.290853254,19.2
09/26/1965,PGRO,0,19.1,16.3,9.909922395,17.7
09/27/1965,PGRO,26,21.8,13,7.36967473,17.4
09/28/1965,PGRO,0,21,12.2,16.77787853,16.6
09/29/1965,PGRO,9.2,26.4,11.8,9.938512857,19.1
09/30/1965,PGRO,0,20.9,16,16.57263752,18.45
10/01/1965,PGRO,72,20.4,13.2,7.523534783,16.8
10/02/1965,PGRO,0,17.7,8,10.64641817,12.85
10/03/1965,PGRO,0,20.5,1.8,13.6722151,11.15
10/04/1965,PGRO,0,21.4,8.8,14.76062136,15.1
10/05/1965,PGRO,0,26.6,13.4,15.96927349,20
10/06/1965,PGRO,0,24.5,14.8,16.37447884,19.65
10/07/1965,PGRO,0.3,22,15.4,16.54892213,18.7
10/08/1965,PGRO,0,28.3,12.1,14.74835935,20.2
10/09/1965,PGRO,0,26.1,10.7,9.560459184,18.4
10/10/1965,PGRO,17.3,25,13.8,10.18286117,19.4
10/11/1965,PGRO,0,20,10.1,13.73289012,15.05
10/12/1965,PGRO,0,21.4,7.4,17.53324497,14.4
10/13/1965,PGRO,0,25.1,7,19.35141751,16.05
10/14/1965,PGRO,0,26.3,9.1,16.46390686,17.7
10/15/1965,PGRO,0,25.1,10.1,13.91687568,17.6
10/16/1965,PGRO,0,26.3,11.8,9.228536638,19.05
10/17/1965,PGRO,0,28,11.7,10.92187171,19.85
10/18/1965,PGRO,5.1,27.6,17.4,19.51044352,22.5
10/19/1965,PGRO,0,26.4,17,19.086429,21.7
10/20/1965,PGRO,4.8,26.2,17.2,20.32871845,21.7
10/21/1965,PGRO,0,25,16.2,18.9465353,20.6
10/22/1965,PGRO,31,29,17,8.225886384,23
10/23/1965,PGRO,0,30,15.2,12.08933209,22.6
10/24/1965,PGRO,9.4,27.2,15.7,16.08475198,21.45
10/25/1965,PGRO,0,26.2,15.2,21.7750861,20.7
10/26/1965,PGRO,0,24.2,13.8,21.2202916,19
10/27/1965,PGRO,0,26.8,13,11.01565859,19.9
10/28/1965,PGRO,0,26.2,16.8,14.66796563,21.5
10/29/1965,PGRO,15.2,23,12.8,16.15292429,17.9
10/30/1965,PGRO,0,22.4,6.4,13.88743286,14.4
10/31/1965,PGRO,0,16.4,8.7,14.5248353,12.55
11/01/1965,PGRO,0,20.5,10,20.98916531,15.25
11/02/1965,PGRO,0,27,13.6,18.83975516,20.3
11/03/1965,PGRO,0,26.7,8.2,20.69908456,17.45
11/04/1965,PGRO,0,28.5,12.6,17.32447288,20.55
11/05/1965,PGRO,0,18,12.4,11.38154984,15.2
11/06/1965,PGRO,23.6,26,12.4,9.819203919,19.2
11/07/1965,PGRO,0,28,15,13.1393518,21.5
11/08/1965,PGRO,0,27,14.9,20.25520589,20.95
11/09/1965,PGRO,0,27.5,14.7,20.16285718,21.1
11/10/1965,PGRO,0,29,16,22.15145425,22.5
11/11/1965,PGRO,0,29,15.6,17.27819442,22.3
11/12/1965,PGRO,0,19.5,15.3,17.0578074,17.4
11/13/1965,PGRO,33,24,15.2,18.80039803,19.6
11/14/1965,PGRO,0,27.5,19.4,21.6502257,23.45
11/15/1965,PGRO,0,26,16.4,19.83186963,21.2
11/16/1965,PGRO,0,27.5,12.8,15.91922602,20.15
11/17/1965,PGRO,0,25,15,14.95487419,20
11/18/1965,PGRO,0,27.5,13.1,15.22019982,20.3
11/19/1965,PGRO,0,29,8.2,14.0065422,18.6
11/20/1965,PGRO,0,29,13,22.65354998,21
11/21/1965,PGRO,0,28,17.4,23.66125311,22.7
11/22/1965,PGRO,0,28,15.7,22.07763541,21.85
11/23/1965,PGRO,0,29.5,15.9,15.30649285,22.7
11/24/1965,PGRO,0,28,16.1,17.91565393,22.05
11/25/1965,PGRO,0,27.5,16,16.6959086,21.75
11/26/1965,PGRO,36,26.5,15.3,8.923214712,20.9
11/27/1965,PGRO,9,29.5,17,8.934496232,23.25
11/28/1965,PGRO,0,28,18.4,11.41931412,23.2
11/29/1965,PGRO,13.8,28.5,17.5,8.955709559,23
11/30/1965,PGRO,0,30,19.2,23.20030729,24.6
12/01/1965,PGRO,0,28.5,18.6,21.60445502,23.55
12/02/1965,PGRO,26,30.6,19,10.84197459,24.8
12/03/1965,PGRO,17,27,19,8.99280761,23
12/04/1965,PGRO,2,27,18.2,9.000985767,22.6
12/05/1965,PGRO,0,29,17,11.73557773,23
12/06/1965,PGRO,11,26,19,15.58678695,22.5
12/07/1965,PGRO,61.3,30,19.7,9.02292309,24.85
12/08/1965,PGRO,0,29,17,12.75025945,23
12/09/1965,PGRO,0,24,18.2,13.0051305,21.1
12/10/1965,PGRO,3.2,27.5,18.1,14.12817333,22.8
12/11/1965,PGRO,5.4,25,19.6,9.046180015,22.3
12/12/1965,PGRO,0,28,19.8,10.29213856,23.9
12/13/1965,PGRO,30.6,27.5,19.2,9.055266767,23.35
12/14/1965,PGRO,0,24.5,18.8,14.39802368,21.65
12/15/1965,PGRO,0,19.6,15.6,14.52645982,17.6
12/16/1965,PGRO,5.7,24,15.4,12.17059065,19.7
12/17/1965,PGRO,2.1,29,16.2,11.55259344,22.6
12/18/1965,PGRO,0,29.5,19,17.26946707,24.25
12/19/1965,PGRO,5.1,27,19,16.27830133,23
12/20/1965,PGRO,0,30.5,17,15.03794322,23.75
12/21/1965,PGRO,19.3,30,19.6,13.05128459,24.8
12/22/1965,PGRO,7.2,19.8,12,11.06380146,15.9
12/23/1965,PGRO,0,24,14,16.03554619,19
12/24/1965,PGRO,0,27.5,17,17.77593475,22.25
12/25/1965,PGRO,13.2,29,19,9.074563242,24
12/26/1965,PGRO,17.4,24,17,9.073444508,20.5
12/27/1965,PGRO,24,29,16.6,9.071903096,22.8
12/28/1965,PGRO,39,19.1,14.9,9.069937725,17
12/29/1965,PGRO,15.2,17.5,13.6,9.067546962,15.55
12/30/1965,PGRO,0,23,15.4,18.01657371,19.2
12/31/1965,PGRO,6.4,25,16.6,12.79148148,20.8
01/01/1966,PGRO,0,28.8,17,17.51252949,22.9
01/02/1966,PGRO,0,26.5,17,21.11407069,21.75
01/03/1966,PGRO,0,29.7,18.6,15.51441468,24.15
01/04/1966,PGRO,18,28.9,18.6,9.044170161,23.75
01/05/1966,PGRO,0,27.9,17.4,14.26035914,22.65
01/06/1966,PGRO,0,28.8,17.3,19.97284646,23.05
01/07/1966,PGRO,0,28,19.1,12.75587078,23.55
01/08/1966,PGRO,0,27.9,17.4,14.7376225,22.65
01/09/1966,PGRO,0,27,18.9,10.50407879,22.95
01/10/1966,PGRO,0,27,17.8,17.70419353,22.4
01/11/1966,PGRO,0,21.9,16.5,11.73054622,19.2
01/12/1966,PGRO,0,25,15.7,14.20640632,20.35
01/13/1966,PGRO,0,23.5,11,16.92939244,17.25
01/14/1966,PGRO,0,23.8,13,13.44088738,18.4
01/15/1966,PGRO,0,27.9,16.3,11.6915846,22.1
01/16/1966,PGRO,0,29.1,17.1,10.93565715,23.1
01/17/1966,PGRO,11,31.3,14.5,11.17248395,22.9
01/18/1966,PGRO,0,30,17.6,13.14580806,23.8
01/19/1966,PGRO,0,28,18.2,19.33501012,23.1
01/20/1966,PGRO,0,30.2,17,17.83125525,23.6
01/21/1966,PGRO,0,31.4,18,19.05497552,24.7
01/22/1966,PGRO,0,31.5,17.8,14.57679668,24.65
01/23/1966,PGRO,17,29,17.8,8.862710378,23.4
01/24/1966,PGRO,0,30.2,18,18.75361959,24.1
01/25/1966,PGRO,0,31.7,19.6,21.4569098,25.65
01/26/1966,PGRO,0,27,20,17.72441593,23.5
01/27/1966,PGRO,0,23,17.4,19.06384369,20.2
01/28/1966,PGRO,1.2,27.5,19.2,16.81758864,23.35
01/29/1966,PGRO,14.8,29.5,19.8,13.95565325,24.65
01/30/1966,PGRO,0,30.1,18.9,23.06749291,24.5
01/31/1966,PGRO,0,27,18,15.88686975,22.5
02/01/1966,PGRO,16,29.2,18,21.28603805,23.6
02/02/1966,PGRO,2.1,30.9,17.8,8.696331837,24.35
02/03/1966,PGRO,0,30.4,19.8,17.29056849,25.1
02/04/1966,PGRO,0,30,20.2,18.73880126,25.1
02/05/1966,PGRO,0,31.1,17.8,19.0779642,24.45
02/06/1966,PGRO,0,28,18,11.06979586,23
02/07/1966,PGRO,33.1,30.2,19.5,17.78948338,24.85
02/08/1966,PGRO,0,28,19,13.71592197,23.5
02/09/1966,PGRO,17.1,29,16.6,13.44307056,22.8
02/10/1966,PGRO,10,27.4,15.6,8.525514033,21.5
02/11/1966,PGRO,21.1,25.4,18,11.67587001,21.7
02/12/1966,PGRO,25,22.2,18.1,8.477467087,20.15
02/13/1966,PGRO,74.2,23.9,16.9,12.8367106,20.4
02/14/1966,PGRO,0,27.2,18.3,14.7514993,22.75
02/15/1966,PGRO,4,31.1,17.8,8.401382592,24.45
02/16/1966,PGRO,6.3,27,18.9,20.26041747,22.95
02/17/1966,PGRO,0,28.7,18.5,21.30577683,23.6
02/18/1966,PGRO,0.2,29.4,17.8,13.76166518,23.6
02/19/1966,PGRO,22.3,25.1,18.7,13.84569501,21.9
02/20/1966,PGRO,0,29.4,17.3,11.87961634,23.35
02/21/1966,PGRO,48.1,23.3,18.6,19.06332146,20.95
02/22/1966,PGRO,0,27.1,15,18.41403254,21.05
02/23/1966,PGRO,0,28.1,18.6,19.68392713,23.35
02/24/1966,PGRO,7.1,28.1,18.2,20.34944269,23.15
02/25/1966,PGRO,0,27.9,14.7,16.47296275,21.3
02/26/1966,PGRO,17.2,28.1,18.2,17.61625865,23.15
02/27/1966,PGRO,0,27.3,17.7,15.42351138,22.5
02/28/1966,PGRO,11.3,28.8,18.4,13.95095798,23.6
03/01/1966,PGRO,0,27.2,17,14.73363874,22.1
03/02/1966,PGRO,0,25,15.9,10.31337636,20.45
03/03/1966,PGRO,0,27.9,13.8,9.095132429,20.85
03/04/1966,PGRO,0,29,18.1,8.117126757,23.55
03/05/1966,PGRO,0,28.9,13.8,7.847003411,21.35
03/06/1966,PGRO,0,28.1,15.9,15.65021183,22
03/07/1966,PGRO,0,21.1,15.8,17.1108843,18.45
03/08/1966,PGRO,0,21.1,13,16.46775568,17.05
03/09/1966,PGRO,0,19.8,11.9,15.82683965,15.85
03/10/1966,PGRO,2.5,26.2,10,15.53544973,18.1
03/11/1966,PGRO,0,27,11.5,18.59108629,19.25
03/12/1966,PGRO,0,28.1,12,7.59026527,20.05
03/13/1966,PGRO,0,29.5,12.6,9.043257877,21.05
03/14/1966,PGRO,0,29.9,17.1,8.656940587,23.5
03/15/1966,PGRO,0,31.1,20,9.18434537,25.55
03/16/1966,PGRO,0,32,20.1,7.434983115,26.05
03/17/1966,PGRO,0,31,20.9,12.26559832,25.95
03/18/1966,PGRO,0,32,17.1,12.43509228,24.55
03/19/1966,PGRO,0,31,17.1,11.81498179,24.05
03/20/1966,PGRO,0,31.8,17.5,7.722832671,24.65
03/21/1966,PGRO,0,30.9,16.5,11.36688975,23.7
03/22/1966,PGRO,8,28,19.6,13.53708272,23.8
03/23/1966,PGRO,0,27.2,19,14.1378723,23.1
03/24/1966,PGRO,6.2,28.6,18.5,9.319158888,23.55
03/25/1966,PGRO,8.2,24.9,17.8,8.828661253,21.35
03/26/1966,PGRO,11,23,15.9,9.985966872,19.45
03/27/1966,PGRO,0,21.1,13.8,17.35910973,17.45
03/28/1966,PGRO,0,23,16,9.986849401,19.5
03/29/1966,PGRO,0,24,16,6.898256029,20
03/30/1966,PGRO,0,24.3,15.2,16.56719233,19.75
03/31/1966,PGRO,0,22,17,8.20971631,19.5
04/01/1966,PGRO,0,27.9,17.9,7.839898838,22.9
04/02/1966,PGRO,11.6,24.4,17.1,6.726767834,20.75
04/03/1966,PGRO,39.2,24,15.1,6.683674223,19.55
04/04/1966,PGRO,0,22.5,13.8,14.56344223,18.15
04/05/1966,PGRO,0,20,15.5,15.7475702,17.75
04/06/1966,PGRO,8,19,15.8,8.962431206,17.4
04/07/1966,PGRO,5.3,20,16,9.846582466,18
04/08/1966,PGRO,0,23,14,9.7882989,18.5
04/09/1966,PGRO,0,23,13.1,10.24644645,18.05
04/10/1966,PGRO,0,23.4,13,8.849116697,18.2
04/11/1966,PGRO,0,22.8,12.9,15.75371854,17.85
04/12/1966,PGRO,0,22.1,13.9,9.351358371,18
04/13/1966,PGRO,0,25.8,13,15.3769352,19.4
04/14/1966,PGRO,0,26.2,11,14.98822765,18.6
04/15/1966,PGRO,0,27.2,10.1,10.18414389,18.65
04/16/1966,PGRO,0,25.9,12.5,14.41964972,19.2
04/17/1966,PGRO,0,30,16,15.03355435,23
04/18/1966,PGRO,0,30.7,15.8,13.95842624,23.25
04/19/1966,PGRO,0,29.4,12.7,14.07504075,21.05
04/20/1966,PGRO,0,23.1,17.3,9.877743939,20.2
04/21/1966,PGRO,0,24,16,11.28009944,20
04/22/1966,PGRO,0,23.2,15.5,13.83294115,19.35
04/23/1966,PGRO,0,27.9,14,14.0427025,20.95
04/24/1966,PGRO,0,22,14,13.48131707,18
04/25/1966,PGRO,0,19,14.3,13.97695456,16.65
04/26/1966,PGRO,5.2,20.4,15,8.568458628,17.7
04/27/1966,PGRO,0,23.1,14.2,13.91144059,18.65
04/28/1966,PGRO,0,26,12.8,12.41865489,19.4
04/29/1966,PGRO,0,26.9,15.1,10.75295643,21
04/30/1966,PGRO,0,26,13,12.55505042,19.5
05/01/1966,PGRO,0,26,17.6,13.13273573,21.8
05/02/1966,PGRO,0,21.2,18.2,6.407368453,19.7
05/03/1966,PGRO,0,26,16.2,8.664050162,21.1
05/04/1966,PGRO,8,24.9,14.1,5.410315331,19.5
05/05/1966,PGRO,2.4,22.1,17,5.374378317,19.55
05/06/1966,PGRO,22,22,16.1,5.338946306,19.05
05/07/1966,PGRO,0,23.9,16.1,12.51769643,20
05/08/1966,PGRO,0,23,13.6,10.38513981,18.3
05/09/1966,PGRO,0,25,15.9,14.61499424,20.45
05/10/1966,PGRO,0,25,10.4,13.38239723,17.7
05/11/1966,PGRO,0,21.6,15.1,13.13515421,18.35
05/12/1966,PGRO,20.2,18,14,6.459296597,16
05/13/1966,PGRO,0,22,13.9,12.29815872,17.95
05/14/1966,PGRO,0,22.1,13,11.36223637,17.55
05/15/1966,PGRO,0,21.8,5.8,12.43465765,13.8
05/16/1966,PGRO,0,22.5,5,10.90167596,13.75
05/17/1966,PGRO,0,21.7,2,8.865302041,11.85
05/18/1966,PGRO,0,22.9,5.2,9.593328501,14.05
05/19/1966,PGRO,0,24.6,11.5,12.79500888,18.05
05/20/1966,PGRO,0,21.9,14.1,12.56616158,18
05/21/1966,PGRO,0,23.5,15.2,13.52732909,19.35
05/22/1966,PGRO,0,19.9,14,11.77892568,16.95
05/23/1966,PGRO,15.6,19.9,9.2,4.827256644,14.55
05/24/1966,PGRO,0,17.7,0.8,11.51077289,9.25
05/25/1966,PGRO,0,18.8,3.2,10.79498484,11
05/26/1966,PGRO,0,20.3,13.1,10.58485176,16.7
05/27/1966,PGRO,0,20,13.2,10.54320622,16.6
05/28/1966,PGRO,0,23.1,9.8,10.08951001,16.45
05/29/1966,PGRO,0,21.3,5.8,12.112793,13.55
05/30/1966,PGRO,0,22.1,8.9,5.496340859,15.5
05/31/1966,PGRO,0,21,5.7,12.02962166,13.35
06/01/1966,PGRO,0,22.1,5,12.56243171,13.55
06/02/1966,PGRO,0,22.8,5,10.73113921,13.9
06/03/1966,PGRO,0,19.9,3,8.829824096,11.45
06/04/1966,PGRO,0,21.8,2.4,10.26264126,12.1
06/05/1966,PGRO,0,22.8,0.8,11.04297442,11.8
06/06/1966,PGRO,0,19,4,9.965666018,11.5
06/07/1966,PGRO,0,20.8,3.7,11.79263349,12.25
06/08/1966,PGRO,0,21.6,2,12.32824958,11.8
06/09/1966,PGRO,0,19,3,7.891768327,11
06/10/1966,PGRO,0,20.4,3,8.515755033,11.7
06/11/1966,PGRO,0,24,10,10.5775596,17
06/12/1966,PGRO,0,24.1,8,9.282901545,16.05
06/13/1966,PGRO,14.8,23,14,6.080659517,18.5
06/14/1966,PGRO,0,25.1,14,11.64361937,19.55
06/15/1966,PGRO,0,22.2,14.5,7.653953506,18.35
06/16/1966,PGRO,7,20.9,11,11.61770868,15.95
06/17/1966,PGRO,0,24.9,12.4,6.209720192,18.65
06/18/1966,PGRO,27.8,17.2,14.1,4.856309326,15.65
06/19/1966,PGRO,0,17.9,12.1,6.597656142,15
