date,rain,tmax,tmin,srad,tmean,treatment
01/01/1961,0,26.84592401,19.16387839,13.92519923,23.0049012,CAMP
01/02/1961,37.2,31.5,16.3,20.08210506,23.9,CAMP
01/03/1961,0,32.2,18.5,18.99425301,25.35,CAMP
01/04/1961,0,32.8,17.2,20.34126611,25,CAMP
01/05/1961,0,30.4,18.5,17.60007011,24.45,CAMP
01/06/1961,11.8,25.1,19.4,11.79401682,22.25,CAMP
01/07/1961,10.1,26.8,16.6,16.18302355,21.7,CAMP
01/08/1961,0,24,19.1,10.83093072,21.55,CAMP
01/09/1961,0,29.6,19.3,16.24510804,24.45,CAMP
01/10/1961,0,31.9,19.5,17.9300045,25.7,CAMP
01/11/1961,0,33.3,15.8,21.51370548,24.55,CAMP
01/12/1961,0,31.9,19.5,17.89943321,25.7,CAMP
01/13/1961,0,29.9,18,17.49362732,23.95,CAMP
01/14/1961,0,31.1,18,18.3968496,24.55,CAMP
01/15/1961,0,31.4,19.8,17.2216317,25.6,CAMP
01/16/1961,2.2,29.8,17.8,17.51807889,23.8,CAMP
01/17/1961,10.2,33.4,18.3,19.77748876,25.85,CAMP
01/18/1961,13.8,29.7,19.5,16.0184336,24.6,CAMP
01/19/1961,14.1,29.3,18.6,16.41562535,23.95,CAMP
01/20/1961,0,32.9,20.8,17.51124364,26.85,CAMP
01/21/1961,0,30.2,19.9,16.04069795,25.05,CAMP
01/22/1961,0,31.8,19.9,17.30842445,25.85,CAMP
01/23/1961,1.4,31.9,19,18.0447692,25.45,CAMP
01/24/1961,0,33.3,17.5,20.06935664,25.4,CAMP
01/25/1961,0,33.1,19.4,18.57581072,26.25,CAMP
01/26/1961,0,28.7,17,17.04718916,22.85,CAMP
01/27/1961,31.7,18.6,13.4,10.94448978,16,CAMP
01/28/1961,9,22.1,14.5,13.45938274,18.3,CAMP
01/29/1961,2.6,27.9,14.4,18.30548551,21.15,CAMP
01/30/1961,0,30.4,14,20.26102156,22.2,CAMP
01/31/1961,0,32.8,21.1,16.89483913,26.95,CAMP
02/01/1961,0,33.2,15.7,20.88753481,24.45,CAMP
02/02/1961,0,33.1,17.8,19.41342414,25.45,CAMP
02/03/1961,0.4,32.5,18,18.82793265,25.25,CAMP
02/04/1961,0,29.3,18.5,16.05168354,23.9,CAMP
02/05/1961,0,30.13098095,17.7,17.2689384,23.91549048,CAMP
02/06/1961,0,30.29122763,18,17.12560843,24.14561382,CAMP
02/07/1961,15.4,31.97381777,17,18.97988191,24.48690889,CAMP
02/08/1961,0,31.17258437,18.4,17.39719728,24.78629219,CAMP
02/09/1961,0,28.36826747,18.4,15.1943663,23.38413374,CAMP
02/10/1961,0.3,29.65024091,17.6,16.77946284,23.62512046,CAMP
02/11/1961,0,30.93221435,19.2,16.49765654,25.06610718,CAMP
02/12/1961,22.3,31.65332441,17.6,18.11718528,24.62666221,CAMP
02/13/1961,0,30.93221435,16.8,18.12106653,23.86610718,CAMP
02/14/1961,0,26.92604735,16,15.74887226,21.46302368,CAMP
02/15/1961,0,27.80740409,16.2,16.22081748,22.00370205,CAMP
02/16/1961,0,27.72728075,15,16.98898449,21.36364038,CAMP
02/17/1961,0,30.61172099,17.5,17.20838757,24.0558605,CAMP
02/18/1961,0,29.24962421,18,15.80587633,23.62481211,CAMP
02/19/1961,0,30.37135097,18.2,16.43399848,24.28567549,CAMP
02/20/1961,0,31.41295439,16.7,18.12255179,24.0564772,CAMP
02/21/1961,0,30.13098095,17.2,16.86242576,23.66549048,CAMP
02/22/1961,0,31.41295439,18.5,16.79253865,24.9564772,CAMP
02/23/1961,3.8,29.08937753,18,15.42529929,23.54468877,CAMP
02/24/1961,0,27.72728075,19.7,12.91041397,23.71364038,CAMP
02/25/1961,20.2,31.33283105,20,15.49419022,25.66641553,CAMP
02/26/1961,50.6,31.57320107,19.5,15.96885273,25.53660054,CAMP
02/27/1961,34.4,30.13098095,19.4,14.93492195,24.76549048,CAMP
02/28/1961,2.6,24.52234715,18.2,11.16332763,21.36117358,CAMP
03/01/1961,1.8,26.04469061,17.3,13.2706593,21.67234531,CAMP
03/02/1961,2,28.68876083,17.8,14.87596097,23.24438042,CAMP
03/03/1961,0,31.73344775,16.8,17.53648809,24.26672388,CAMP
03/04/1961,0,32.61480449,16.7,18.06350311,24.65740225,CAMP
03/05/1961,50.3,27.80740409,19.5,12.69588224,23.65370205,CAMP
03/06/1961,21.4,23.96148377,17.7,10.83307888,20.83074189,CAMP
03/07/1961,7.2,24.84284051,16,13.01926977,20.42142026,CAMP
03/08/1961,0,30.69184433,15.8,17.13744801,23.24592217,CAMP
03/09/1961,0,30.93221435,15.6,17.32592994,23.26610718,CAMP
03/10/1961,0,32.77505117,15.5,18.3713273,24.13752559,CAMP
03/11/1961,0,31.73344775,19,15.55025553,25.36672388,CAMP
03/12/1961,10.9,30.21110429,18,15.13404845,24.10555215,CAMP
03/13/1961,0,29.65024091,17.5,15.02097161,23.57512046,CAMP
03/14/1961,29.8,28.04777411,17,14.20513817,22.52388706,CAMP
03/15/1961,0,29.48999423,19.2,13.60530506,24.34499712,CAMP
03/16/1961,0.8,30.93221435,19,14.65588585,24.96610718,CAMP
03/17/1961,20.9,29.00925419,18,13.9655437,23.5046271,CAMP
03/18/1961,5.3,24.36210047,15,12.73284479,19.68105024,CAMP
03/19/1961,0.3,23.48074373,14.7,12.23465417,19.09037187,CAMP
03/20/1961,18,26.20493729,15,13.87753837,20.60246865,CAMP
03/21/1961,7.4,30.13098095,13,17.3032435,21.56549048,CAMP
03/22/1961,0,29.00925419,14.4,15.81594422,21.7046271,CAMP
03/23/1961,0,31.57320107,18,15.12509226,24.78660054,CAMP
03/24/1961,0,30.61172099,17.4,14.82592721,24.0058605,CAMP
03/25/1961,0,31.41295439,17.5,15.15407213,24.4564772,CAMP
03/26/1961,0,30.77196767,17.5,14.69381317,24.13598384,CAMP
03/27/1961,0.4,23.40062039,16.4,10.34578864,19.9003102,CAMP
03/28/1961,0,25.16333387,13.6,13.49296512,19.38166694,CAMP
03/29/1961,0,25.32358055,11.8,14.58382,18.56179028,CAMP
03/30/1961,0,26.04469061,11.7,14.95921743,18.87234531,CAMP
03/31/1961,0,28.04777411,9.5,17.03756548,18.77388706,CAMP
04/01/1961,0,28.84900751,9.5,17.31645917,19.17450376,CAMP
04/02/1961,0,27.16641737,16,12.85064277,21.58320869,CAMP
04/03/1961,0,26.92604735,15.7,12.80812766,21.31302368,CAMP
04/04/1961,158.8,27.80740409,15.7,13.25440646,21.75370205,CAMP
04/05/1961,51.2,27.00617069,16.5,12.20712512,21.75308535,CAMP
04/06/1961,0.3,28.84900751,16.9,12.99690728,22.87450376,CAMP
04/07/1961,0,25.16333387,14.9,11.90290814,20.03166694,CAMP
04/08/1961,0,28.52851415,15,13.71159385,21.76425708,CAMP
04/09/1961,0,30.29122763,18.5,12.6596637,24.39561382,CAMP
04/10/1961,0,28.20802079,15.6,13.03657511,21.9040104,CAMP
04/11/1961,0,30.29122763,14.9,14.4027601,22.59561382,CAMP
04/12/1961,0,30.85209101,15.5,14.28965968,23.17604551,CAMP
04/13/1961,0,30.13098095,16.5,13.32664589,23.31549048,CAMP
04/14/1961,2,29.00925419,16.5,12.64643268,22.7546271,CAMP
04/15/1961,19.4,29.65024091,17.5,12.36911514,23.57512046,CAMP
04/16/1961,12.2,29.48999423,17.7,12.09110668,23.59499712,CAMP
04/17/1961,0.7,29.97073427,17.5,12.3769361,23.73536714,CAMP
04/18/1961,0,27.96765077,17,11.47772594,22.48382539,CAMP
04/19/1961,27.2,23.24037371,15.4,9.510798839,19.32018686,CAMP
04/20/1961,0,25.00308719,13,11.88618201,19.0015436,CAMP
04/21/1961,0,25.32358055,13,11.97441999,19.16179028,CAMP
04/22/1961,0,26.20493729,13.8,11.93641598,20.00246865,CAMP
04/23/1961,33.6,27.24654071,12.3,13.0942581,19.77327036,CAMP
04/24/1961,0,28.44839081,15.1,12.24752357,21.77419541,CAMP
04/25/1961,0,23.00000369,13.9,9.905230444,18.45000185,CAMP
04/26/1961,39,25.00308719,12,11.91732396,18.5015436,CAMP
04/27/1961,0,25.72419725,7.5,14.16034174,16.61209863,CAMP
04/28/1961,0,26.28506063,4.5,15.45297089,15.39253032,CAMP
04/29/1961,0,26.76580067,5.1,15.30679619,15.93290034,CAMP
04/30/1961,0,26.12481395,6,14.62733594,16.06240698,CAMP
05/01/1961,0,26.60028187,8.1,13.90098439,17.35014094,CAMP
05/02/1961,0,24.52826025,12.4,11.03621945,18.46413013,CAMP
05/03/1961,30.4,24.04072575,13.4,10.22215888,18.72036288,CAMP
05/04/1961,4.8,26.60028187,9,13.27834236,17.80014094,CAMP
05/05/1961,0,27.08781637,9,13.38526974,18.04390819,CAMP
05/06/1961,0,27.6972345,9,13.53500697,18.34861725,CAMP
05/07/1961,38.5,26.11274737,17.6,8.834133226,21.85637369,CAMP
05/08/1961,3.6,23.309424,11.8,10.3278963,17.554712,CAMP
05/09/1961,0,25.62521288,8,12.87560524,16.81260644,CAMP
05/10/1961,0,26.84404912,8,13.25669656,17.42202456,CAMP
05/11/1961,0,24.65014388,10,11.53251857,17.32507194,CAMP
05/12/1961,0,25.38144563,10.7,11.47661483,18.04072282,CAMP
05/13/1961,0.1,25.50332925,15,9.539673653,20.25166463,CAMP
05/14/1961,0,27.81911812,12.4,11.64161142,20.10955906,CAMP
05/15/1961,0,26.47839825,12.5,10.98699244,19.48919913,CAMP
05/16/1961,0,25.62521288,12,10.77710747,18.81260644,CAMP
05/17/1961,0,25.99086375,14.3,9.875871237,20.14543188,CAMP
05/18/1961,11.3,25.259562,13.9,9.671868702,19.579781,CAMP
05/19/1961,0.1,23.43130763,10.2,10.43717493,16.81565382,CAMP
05/20/1961,0,23.43130763,5,12.37778113,14.21565382,CAMP
05/21/1961,0,24.04072575,4,12.8697072,14.02036288,CAMP
05/22/1961,0,25.38144563,7.4,12.09328929,16.39072282,CAMP
05/23/1961,0,26.234631,11.1,10.98427417,18.6673155,CAMP
05/24/1961,0,26.7221655,11,11.15469757,18.86108275,CAMP
05/25/1961,0.1,26.11274737,9.6,11.39494236,17.85637369,CAMP
05/26/1961,0.1,25.50332925,7.2,11.97759476,16.35166463,CAMP
05/27/1961,0,25.50332925,6.5,12.16319468,16.00166463,CAMP
05/28/1961,0,26.234631,5.5,12.68030503,15.8673155,CAMP
05/29/1961,0,27.94100175,4,13.61822153,15.97050088,CAMP
05/30/1961,0,27.81911812,7.3,12.50831742,17.55955906,CAMP
05/31/1961,0,27.81911812,8.4,12.10373987,18.10955906,CAMP
06/01/1961,0,27.08629403,8.6,11.74983636,17.84314702,CAMP
06/02/1961,0,24.36210047,8.6,10.76128098,16.48105024,CAMP
06/03/1961,0,27.56703407,9.5,11.52780837,18.53351704,CAMP
06/04/1961,0,29.24962421,10.5,11.71755427,19.87481211,CAMP
06/05/1961,5.2,23.72111375,14.5,7.999920819,19.11055688,CAMP
06/06/1961,72.4,25.00308719,13.3,9.067341561,19.1515436,CAMP
06/07/1961,0,25.96456727,13.1,9.511461336,19.53228364,CAMP
06/08/1961,0,27.96765077,15.2,9.448669743,21.58382539,CAMP
06/09/1961,0,29.00925419,10.4,11.51157699,19.7046271,CAMP
06/10/1961,0,27.48691073,9.1,11.41315145,18.29345537,CAMP
06/11/1961,17.8,23.40062039,9.9,9.668873857,16.6503102,CAMP
06/12/1961,15.8,19.71494675,4.7,10.21198424,12.20747338,CAMP
06/13/1961,28.5,19.39445339,9.4,8.201083954,14.3972267,CAMP
06/14/1961,7.9,17.63173991,8.5,7.79931659,13.06586996,CAMP
06/15/1961,1.2,16.02927311,6.9,7.787648037,11.46463656,CAMP
06/16/1961,0,19.71494675,0.5,11.56839265,10.10747338,CAMP
06/17/1961,0,18.75346667,1.5,10.91833405,10.12673334,CAMP
06/18/1961,0,20.51618015,6.6,9.733890546,13.55809008,CAMP
06/19/1961,0,26.76580067,11.4,10.25388707,19.08290034,CAMP
06/20/1961,0,27.24654071,9.6,11.02876673,18.42327036,CAMP
06/21/1961,11.8,22.35901697,11.5,8.514310051,16.92950849,CAMP
06/22/1961,6.4,23.40062039,10.5,9.336106458,16.9503102,CAMP
06/23/1961,0,18.59321999,7,8.818929247,12.79661,CAMP
06/24/1961,0,21.55778357,6.4,10.17710901,13.97889179,CAMP
06/25/1961,0.1,24.44222381,9.2,10.21228363,16.82111191,CAMP
06/26/1961,0,26.44530731,11,10.29132471,18.72265366,CAMP
06/27/1961,0,27.24654071,11.4,10.44133818,19.32327036,CAMP
06/28/1961,0,27.08629403,8.9,11.24229314,17.99314702,CAMP
06/29/1961,0,27.72728075,12,10.42347793,19.86364038,CAMP
06/30/1961,0,27.08629403,10.3,10.80488087,18.69314702,CAMP
07/01/1961,0,27.08629403,12.7,9.971805196,19.89314702,CAMP
07/02/1961,0,27.00617069,8.6,11.3823132,17.80308535,CAMP
07/03/1961,0,27.24654071,14.2,9.501399279,20.72327036,CAMP
07/04/1961,0,24.68259383,9.2,10.42935819,16.94129692,CAMP
07/05/1961,0,26.84592401,10.2,10.86250183,18.52296201,CAMP
07/06/1961,0,25.16333387,8.6,10.86076505,16.88166694,CAMP
07/07/1961,0,27.64715741,8.6,11.72379368,18.12357871,CAMP
07/08/1961,0.8,22.27889363,8.6,9.865245293,15.43944682,CAMP
07/09/1961,0,19.95531677,8.9,8.830224951,14.42765839,CAMP
07/10/1961,0.4,20.35593347,9.5,8.771832875,14.92796674,CAMP
07/11/1961,0,21.87827693,7.8,10.11206752,14.83913847,CAMP
07/12/1961,0,25.00308719,8.9,10.89734243,16.9515436,CAMP
07/13/1961,0,27.88752743,9,11.89864347,18.44376372,CAMP
07/14/1961,0,30.77196767,11.4,12.10383924,21.08598384,CAMP
07/15/1961,0,26.52543065,9.6,11.31492593,18.06271533,CAMP
07/16/1961,0,27.24654071,8.8,11.88920576,18.02327036,CAMP
07/17/1961,0,27.88752743,7.4,12.61779067,17.64376372,CAMP
07/18/1961,0,27.96765077,9.3,12.06608586,18.63382539,CAMP
07/19/1961,0,26.92604735,9.5,11.68716509,18.21302368,CAMP
07/20/1961,0,29.32974755,9.8,12.46855951,19.56487378,CAMP
07/21/1961,0,29.00925419,9.7,12.45246009,19.3546271,CAMP
07/22/1961,0,24.36210047,9.6,10.85526358,16.98105024,CAMP
07/23/1961,0,25.96456727,4.4,13.32713676,15.18228364,CAMP
07/24/1961,0,27.24654071,9,12.26610873,18.12327036,CAMP
07/25/1961,0,28.28814413,7.1,13.33961337,17.69407207,CAMP
07/26/1961,0,26.76580067,9.4,12.07468152,18.08290034,CAMP
07/27/1961,0,19.87519343,9.5,9.225215902,14.68759672,CAMP
07/28/1961,0,21.47766023,7,11.08396939,14.23883012,CAMP
07/29/1961,0,21.15716687,7.1,10.97227473,14.12858344,CAMP
07/30/1961,0,23.16025037,7.3,11.76462844,15.23012519,CAMP
07/31/1961,0,25.88444393,6,13.33361818,15.94222197,CAMP
08/01/1961,0,24.84284051,5.5,13.21747165,15.17142026,CAMP
08/02/1961,0,23.96148377,3.7,13.62434598,13.83074189,CAMP
08/03/1961,0,26.28506063,5.5,13.89091277,15.89253032,CAMP
08/04/1961,0,27.40678739,4.1,14.84119317,15.7533937,CAMP
08/05/1961,0,27.80740409,7,14.06800035,17.40370205,CAMP
08/06/1961,0,29.81048759,6,15.19318879,17.9052438,CAMP
08/07/1961,0,29.24962421,8,14.4011473,18.62481211,CAMP
08/08/1961,0,27.08629403,7.5,13.88293393,17.29314702,CAMP
08/09/1961,0,25.48382723,10,12.33836349,17.74191362,CAMP
08/10/1961,0,27.88752743,7.8,14.24803809,17.84376372,CAMP
08/11/1961,0,27.80740409,6.7,14.71794183,17.25370205,CAMP
08/12/1961,0,26.20493729,7.4,13.93857442,16.80246865,CAMP
08/13/1961,0,29.32974755,8.7,14.73035683,19.01487378,CAMP
08/14/1961,0,27.56703407,11.7,12.90718171,19.63351704,CAMP
08/15/1961,0,24.68259383,12.6,11.2373502,18.64129692,CAMP
08/16/1961,0,25.24345721,10.7,12.48593912,17.97172861,CAMP
08/17/1961,0,26.92604735,9.4,13.8741251,18.16302368,CAMP
08/18/1961,0,29.32974755,10.5,14.50480508,19.91487378,CAMP
08/19/1961,0,25.48382723,13.7,11.38269389,19.59191362,CAMP
08/20/1961,0,25.88444393,11.2,12.88457586,18.54222197,CAMP
08/21/1961,0,27.24654071,10,14.12390679,18.62327036,CAMP
08/22/1961,0,25.96456727,12.6,12.41753562,19.28228364,CAMP
08/23/1961,1.4,24.68259383,14.4,10.86297298,19.54129692,CAMP
08/24/1961,0,28.20802079,11.5,14.16645417,19.8540104,CAMP
08/25/1961,0,31.57320107,12.6,15.25076387,22.08660054,CAMP
08/26/1961,16.5,28.12789745,10.4,14.81100327,19.26394873,CAMP
08/27/1961,0,31.57320107,16,13.92012251,23.78660054,CAMP
08/28/1961,0,29.32974755,9.2,16.04654281,19.26487378,CAMP
08/29/1961,5.4,32.21418779,13.8,15.41072936,23.0070939,CAMP
08/30/1961,10.4,25.72419725,14,12.20274023,19.86209863,CAMP
08/31/1961,0,28.84900751,14,13.93109877,21.42450376,CAMP
09/01/1961,0,25.88444393,14.3,12.28251804,20.09222197,CAMP
09/02/1961,0,29.73036425,15.3,13.89888209,22.51518213,CAMP
09/03/1961,0,31.25270771,13.8,15.47155429,22.52635386,CAMP
09/04/1961,0,32.21418779,14,15.92554269,23.1070939,CAMP
09/05/1961,0,27.16641737,12.3,14.39250683,19.73320869,CAMP
09/06/1961,1.1,22.11864695,12.6,11.40896828,17.35932348,CAMP
09/07/1961,9.1,20.51618015,11.6,11.08201516,16.05809008,CAMP
09/08/1961,18,23.08012703,12.5,12.22854272,17.79006352,CAMP
09/09/1961,0,26.92604735,12.5,14.52142693,19.71302368,CAMP
09/10/1961,0,29.81048759,12.3,16.1908231,21.0552438,CAMP
09/11/1961,0,21.31741355,16.5,8.101878897,18.90870678,CAMP
09/12/1961,9.8,25.40370389,14,13.04426973,19.70185195,CAMP
09/13/1961,2.3,28.04777411,15,14.1019319,21.52388706,CAMP
09/14/1961,0,29.65024091,17.3,13.77549881,23.47512046,CAMP
09/15/1961,0,30.69184433,17,14.6400057,23.84592217,CAMP
09/16/1961,0,29.81048759,12.2,16.8283834,21.0052438,CAMP
09/17/1961,0,32.29431113,14.1,17.21941314,23.19715557,CAMP
09/18/1961,0,32.85517451,16.9,16.15541908,24.87758726,CAMP
09/19/1961,0,27.16641737,14.5,14.36942961,20.83320869,CAMP
09/20/1961,0,31.09246103,15,16.41152554,23.04623052,CAMP
09/21/1961,0,27.24654071,15.2,14.1449226,21.22327036,CAMP
09/22/1961,10.2,22.75963367,14.6,11.52957742,18.67981684,CAMP
09/23/1961,0,25.32358055,14,13.83264812,19.66179028,CAMP
09/24/1961,0,29.65024091,14.3,16.3555781,21.97512046,CAMP
09/25/1961,0,24.52234715,15.4,12.44418049,19.96117358,CAMP
09/26/1961,0,29.65024091,13.4,17.03369463,21.52512046,CAMP
09/27/1961,4.1,31.33283105,14.3,17.55253795,22.81641553,CAMP
09/28/1961,0,27.08629403,13.3,15.76865319,20.19314702,CAMP
09/29/1961,0,22.75963367,8,16.43275455,15.37981684,CAMP
09/30/1961,0,25.64407391,4.7,19.86858557,15.17203696,CAMP
10/01/1961,0,28.76888417,4.5,21.57043149,16.63444209,CAMP
10/02/1961,0,33.25579121,7.7,21.72481638,20.47789561,CAMP
10/03/1961,0,30.77196767,14.4,17.69800429,22.58598384,CAMP
10/04/1961,0,28.04777411,15,15.75979451,21.52388706,CAMP
10/05/1961,0,30.77196767,16,16.91285945,23.38598384,CAMP
10/06/1961,0,32.93529785,14.9,18.88307241,23.91764893,CAMP
10/07/1961,0,32.29431113,15.7,18.14949909,23.99715557,CAMP
10/08/1961,0,29.57011757,15.4,16.76303731,22.48505879,CAMP
10/09/1961,0,31.57320107,14.5,18.58379702,23.03660054,CAMP
10/10/1961,0.8,25.88444393,16.3,13.71161697,21.09222197,CAMP
10/11/1961,1.2,25.96456727,16.4,13.75276017,21.18228364,CAMP
10/12/1961,0,30.37135097,13.3,18.81360793,21.83567549,CAMP
10/13/1961,0,32.05394111,12,20.56373767,22.02697056,CAMP
10/14/1961,18.2,29.97073427,14.3,18.12178195,22.13536714,CAMP
10/15/1961,0,26.92604735,12.6,17.34497944,19.76302368,CAMP
10/16/1961,1,23.08012703,15,12.80004581,19.04006352,CAMP
10/17/1961,1.6,26.44530731,13.8,16.35036335,20.12265366,CAMP
10/18/1961,33.7,30.13098095,14.6,18.30627234,22.36549048,CAMP
10/19/1961,0,28.44839081,14.3,17.48355353,21.37419541,CAMP
10/20/1961,1.4,31.25270771,15.5,18.57420227,23.37635386,CAMP
10/21/1961,13.6,27.72728075,17.1,15.10707868,22.41364038,CAMP
10/22/1961,4.2,27.56703407,15.4,16.29742127,21.48351704,CAMP
10/23/1961,0,26.60555399,16.3,14.957753,21.452777,CAMP
10/24/1961,0,31.01233769,15,18.98448321,23.00616885,CAMP
10/25/1961,0,30.29122763,13,19.83440018,21.64561382,CAMP
10/26/1961,31.5,28.60863749,13.5,18.52251875,21.05431875,CAMP
10/27/1961,5.2,30.21110429,12,20.50859064,21.10555215,CAMP
10/28/1961,0,29.16950087,12.2,19.81510983,20.68475044,CAMP
10/29/1961,0,28.44839081,14.2,18.11239181,21.32419541,CAMP
10/30/1961,0,25.64407391,16.4,14.40469546,21.02203696,CAMP
10/31/1961,19.5,26.44530731,14.6,16.50340464,20.52265366,CAMP
11/01/1961,34.7,28.04777411,15,17.42446618,21.52388706,CAMP
11/02/1961,18,27.88752743,16.5,16.24371888,22.19376372,CAMP
11/03/1961,8,29.16950087,15.5,17.95378828,22.33475044,CAMP
11/04/1961,0.7,29.32974755,13.8,19.26084646,21.56487378,CAMP
11/05/1961,0,31.09246103,14.5,19.99632353,22.79623052,CAMP
11/06/1961,0,29.65024091,14.5,19.09993669,22.07512046,CAMP
11/07/1961,0,28.12789745,12.1,19.72385036,20.11394873,CAMP
11/08/1961,0,29.32974755,10,21.82454716,19.66487378,CAMP
11/09/1961,0,29.40987089,11.8,20.82201127,20.60493545,CAMP
11/10/1961,0,26.12481395,10.4,19.65195262,18.26240698,CAMP
11/11/1961,2.4,28.52851415,15.1,18.10718724,21.81425708,CAMP
11/12/1961,0,28.20802079,15.3,17.76462818,21.7540104,CAMP
11/13/1961,0,29.73036425,15.3,18.88759736,22.51518213,CAMP
11/14/1961,8.2,25.96456727,9.7,20.16327533,17.83228364,CAMP
11/15/1961,0.5,28.20802079,8,22.65323722,18.1040104,CAMP
11/16/1961,0,29.16950087,9.7,22.25228463,19.43475044,CAMP
11/17/1961,0,28.76888417,12,20.59991083,20.38444209,CAMP
11/18/1961,0,29.73036425,11,21.87572146,20.36518213,CAMP
11/19/1961,0,31.65332441,16.1,19.85887322,23.87666221,CAMP
11/20/1961,0,29.32974755,11.3,21.50702285,20.31487378,CAMP
11/21/1961,2.1,29.00925419,11.3,21.33583692,20.1546271,CAMP
11/22/1961,0,27.80740409,16.4,16.90909657,22.10370205,CAMP
11/23/1961,0.1,29.00925419,15.1,18.8237983,22.0546271,CAMP
11/24/1961,10.7,32.85517451,14,22.1453358,23.42758726,CAMP
11/25/1961,13.8,30.05085761,16,18.97494004,23.02542881,CAMP
11/26/1961,0,32.69492783,17,20.14833412,24.84746392,CAMP
11/27/1961,0,31.57320107,17,19.3934807,24.28660054,CAMP
11/28/1961,17.7,28.52851415,16.3,17.68252154,22.41425708,CAMP
11/29/1961,0,31.73344775,15.7,20.44678177,23.71672388,CAMP
11/30/1961,0,32.53468115,14.6,21.71804214,23.56734058,CAMP
12/01/1961,0,33,19,19.06459324,26,CAMP
12/02/1961,27.2,28,17.4,16.44519734,22.7,CAMP
12/03/1961,0,30.1,13.5,20.90679611,21.8,CAMP
12/04/1961,0,30.2,15.9,19.33263528,23.05,CAMP
12/05/1961,0,28.4,12.7,20.33194545,20.55,CAMP
12/06/1961,0,26,11.3,19.64885183,18.65,CAMP
12/07/1961,0,28.4,12,20.83798385,20.2,CAMP
12/08/1961,0,28.5,12,20.91913503,20.25,CAMP
12/09/1961,0,31,12,22.55216785,21.5,CAMP
12/10/1961,0,33.3,13.9,22.81445604,23.6,CAMP
12/11/1961,0,28.3,14.7,18.9113719,21.5,CAMP
12/12/1961,16,33.1,16.3,21.16679273,24.7,CAMP
12/13/1961,9.1,31.3,16.1,20.0823742,23.7,CAMP
12/14/1961,0,31.1,16,20.02026134,23.55,CAMP
12/15/1961,0,28.1,16,17.79836679,22.05,CAMP
12/16/1961,4.1,27.8,16.8,16.91795097,22.3,CAMP
12/17/1961,0,31.6,16.3,20.17994975,23.95,CAMP
12/18/1961,0,33.1,17.7,20.2545837,25.4,CAMP
12/19/1961,0,31.5,15.6,20.60465677,23.55,CAMP
12/20/1961,0,27.5,15.7,17.58155844,21.6,CAMP
12/21/1961,0.7,29.3,15.9,18.81892897,22.6,CAMP
12/22/1961,0,29.8,16.4,18.82014562,23.1,CAMP
12/23/1961,1,25.6,17.3,14.54848048,21.45,CAMP
12/24/1961,10.9,27.5,16.9,16.60186031,22.2,CAMP
12/25/1961,5.8,30.8,16.7,19.33618813,23.75,CAMP
12/26/1961,10.2,30.2,14.5,20.46998568,22.35,CAMP
12/27/1961,0,30,17,18.51261723,23.5,CAMP
12/28/1961,0,31.4,16.5,19.90287951,23.95,CAMP
12/29/1961,0,29.4,15.3,19.32296174,22.35,CAMP
12/30/1961,11.7,31.2,14.5,21.13251966,22.85,CAMP
12/31/1961,0,30.7,14.9,20.51476581,22.8,CAMP
01/01/1962,0,28.1,14,19.30421237,21.05,CAMP
01/02/1962,0,27,14.9,17.7844443,20.95,CAMP
01/03/1962,7.1,28.7,14.5,19.36009122,21.6,CAMP
01/04/1962,0,30.5,10.5,23.19522347,20.5,CAMP
01/05/1962,0,32,11.5,23.48584809,21.75,CAMP
01/06/1962,0,34.1,13.4,23.5921382,23.75,CAMP
01/07/1962,0,26.5,16.4,16.0974448,21.45,CAMP
01/08/1962,33.6,26.5,15.6,16.75918406,21.05,CAMP
01/09/1962,0.1,31.9,15.9,20.55026724,23.9,CAMP
01/10/1962,0,33,16.4,20.93853932,24.7,CAMP
01/11/1962,4.6,32,15,21.18646361,23.5,CAMP
01/12/1962,0,32,15.8,20.63458386,23.9,CAMP
01/13/1962,31.5,31.3,15.4,20.41228918,23.35,CAMP
01/14/1962,0.2,31,16.5,19.4187364,23.75,CAMP
01/15/1962,30.7,27.6,16.7,16.65643055,22.15,CAMP
01/16/1962,0,26.4,14.4,17.51807889,20.4,CAMP
01/17/1962,0,27.1,13.3,18.85323747,20.2,CAMP
01/18/1962,0,29.5,13,20.70489942,21.25,CAMP
01/19/1962,0,30.5,15.8,19.45049197,23.15,CAMP
01/20/1962,0,29.6,17.1,17.81827703,23.35,CAMP
01/21/1962,0,30.2,15.5,19.39947323,22.85,CAMP
01/22/1962,0,30.2,16.3,18.80444735,23.25,CAMP
01/23/1962,0,30,16.1,18.7772053,23.05,CAMP
01/24/1962,8,22,16.2,11.6828428,19.1,CAMP
01/25/1962,10.8,31,14.8,20.30528543,22.9,CAMP
01/26/1962,0.3,25.4,15.4,15.66909438,20.4,CAMP
01/27/1962,0,29,13.7,19.6343373,21.35,CAMP
01/28/1962,0,29.5,12.6,20.66093648,21.05,CAMP
01/29/1962,0,30,11.9,21.38539894,20.95,CAMP
01/30/1962,0,30.2,13.4,20.52113212,21.8,CAMP
01/31/1962,0,30,12.8,20.73840719,21.4,CAMP
02/01/1962,0,30.5,12.1,21.44819328,21.3,CAMP
02/02/1962,1.3,31,14.1,20.46395758,22.55,CAMP
02/03/1962,7.3,25.9,13.9,17.02087091,19.9,CAMP
