model,init_month,year,Tmean_Aug_1,Tmean_Aug_2,Tmean_Aug_3,Tmean_Aug_4,Tmean_Oct_1,Tmean_Oct_2,Tmean_Oct_3,Tmean_Oct_4,Tmean_Sep_1,Tmean_Sep_2,Tmean_Sep_3,Tmean_Sep_4,Rain_Aug_1,Rain_Aug_2,Rain_Aug_3,Rain_Aug_4,Rain_Oct_1,Rain_Oct_2,Rain_Oct_3,Rain_Oct_4,Rain_Sep_1,Rain_Sep_2,Rain_Sep_3,Rain_Sep_4,yield
ECMWF,6,2004,15.42792060175508,19.87697066613819,18.476303071698005,16.071786276646176,19.000327422031578,23.491334961474973,22.18731160679059,19.449749033936452,15.561439174492774,21.05094438789496,19.60136509531354,16.972498113853906,133.4838868068,49.650878826319996,84.59228525424001,81.15722658432,218.65478469696,179.88037108168,201.25000052448,176.80419934847998,201.93115262056,113.57421861368,150.21972632904001,140.92285209872,2692.237029193768
ECMWF,6,2005,15.500857424156205,20.792062774525288,19.007688356483417,16.200728643109013,18.59919971380156,23.53241424439224,22.046328717758342,19.15711972209915,16.231925757623205,22.196189722822492,20.577696138125138,17.540841135320566,118.0297853832,42.3229978412,55.32226589576,60.80566384288,198.85009807192,158.45458971672,196.07177704416,166.63330078872,179.59228495704,107.16552728296,142.8247068112,154.75341866392,2531.334442595674
ECMWF,6,2006,15.516935664257186,20.353351499557544,18.5730491177513,16.158137386217007,19.23674602008487,23.97938363530386,22.622134035233792,19.57303062874712,15.6565541718435,21.592280528996397,19.910250546009202,16.987711761807518,100.01220707192,35.34179693184,57.94921900064,71.53076170232,212.89550769272,176.94335944432,199.49462952392,167.94921851552,172.8002929136,128.12255873872,169.05029327072,147.49023458736,2066.5271253220185
ECMWF,6,2007,15.780862093755086,20.51991283166413,18.67109305683125,16.12158175057043,18.88426351780156,23.44401353897849,21.97928303770223,18.960394049790594,16.19819014795944,21.95640777864857,20.45802515049616,17.124017506022014,111.0815430916,35.68847672936,55.79833992424,62.76123066248,198.45947239304002,163.4423826296,191.67480520912,156.47460929648,166.20849611704,80.34912120824,99.75341790968,101.1987306672,2669.7547528517107
ECMWF,6,2008,15.1872851588109,20.3622797303738,18.82393002694065,16.367798871282922,18.87201804614378,23.308487063690976,22.133450471194525,19.072353440898585,15.570261701976829,21.297449099054372,19.699223685226592,16.846376119558247,148.47412123808,48.05175764016,77.74658193792,90.14160154384,189.75830111816,164.1430664804,210.57128913456,171.46728544784,170.33447303152,107.40966790288,148.43505842832002,148.52294922512,2952.8802569200184
ECMWF,6,2009,15.464310226725628,20.174379831608032,18.436327878003755,16.13290498965599,19.326038461251777,23.832838497828412,22.391300474981335,19.58651115433477,16.788887008110162,22.21366285632973,20.486614937139628,17.765278980497374,145.67382769687998,70.44921907008,102.0214841828,99.6264647844,214.66308645152,201.76513638872,229.6777344376,179.13330131656,203.61083994368,88.84033184624,128.90869146408,123.98437529896,2422.380064704976
ECMWF,6,2010,15.473543858976956,21.05838349441308,18.948457949667162,16.36024885298277,18.684620576808573,23.77531430035295,22.29719292749186,19.084155065470814,15.813110016684076,22.212020590155817,20.48027364238601,17.366705846346647,125.73120137016,32.49755880888,68.29956054696001,80.51513688776001,188.88916077872,162.11914050912,190.01953127224,144.85839845543998,203.08105461024,92.09960938856,127.79052762408,144.43603521424,3131.9193749028145
ECMWF,6,2011,15.588712531482992,20.478264434385032,18.8327791731398,16.270351999333403,18.796638453880103,23.7227398860472,22.3216782955143,19.092071953863528,15.563246947431908,21.304737216648572,19.719776704212105,16.684159029100275,149.04785163616,60.32470706328,85.04638701256,82.0483400096,204.01367234448,165.81787149328,188.59374996304,164.61425785088,194.1186519576,94.10644552112,133.8671873228,137.78076197088,2914.5221732976884
ECMWF,6,2012,14.928700020964056,19.953557722895553,18.31940510524079,16.068818058379694,18.82902825108066,23.616766538501626,22.30999304154516,19.41184087812158,15.983459187072492,21.51252148369205,19.916186190704845,17.27852160330897,152.77343795856,66.49414076256,87.32177727848,88.70605471648,223.28857424704,167.09960949144,220.86181610816,189.71923835416,221.08886694664,132.07031294104002,168.87939495992,156.93115223536,2490.2573705179284
ECMWF,6,2013,15.835419772863073,20.360750416797373,18.716834112668565,16.516295852124433,18.94487616444392,23.800487127309474,22.499905869174885,19.418764050755527,16.422508383901455,21.74773897986596,20.28323981166137,17.382995180265496,133.97216815208,52.78808606416,78.80126979232,75.6835938928,210.23681638552,172.46582022904,189.08691394008,159.02343739336,181.38671851664,86.70166019064,110.99121123832,96.933593956,2901.783136429843
ECMWF,6,2014,15.91932174688832,20.343072356685166,18.84809870911736,16.41174681264056,18.810888818070847,23.227127736902744,21.94071067276535,18.991525471086526,16.06952350111306,21.15730419502539,19.743067076965716,16.97900111900173,135.41381803912,42.73437510432,75.96191415016,82.12280267007999,207.13378929544,202.05566425888,245.84228594112,178.16406255888,170.87890661944,132.57080135432,158.99414101216,139.20898424744001,2270.069098995223
ECMWF,6,2015,15.50098809948299,20.194588355793158,18.577276295232362,16.46171585158586,19.365536226009144,23.98194596068957,22.65877302785651,19.863433767967305,16.70046936051596,21.61220909424277,20.149833243168626,17.64539230613796,189.5166015556,89.801025466,125.13915992984,110.27587902072,274.15771469791997,271.43554819776,331.50146429136,229.17236355816,216.71386740208,130.78369185344,183.31054743664,167.59521486208,2203.187279448832
ECMWF,6,2016,16.199957747003324,21.068504331243386,19.66268620627305,17.048783572466654,18.957567034553314,23.87023118231649,22.513364553803214,19.328658194598443,16.823184723043497,22.79001943114132,21.298761444414996,18.11469801292635,150.18676736448,42.1093747968,66.78344726136,65.85083014224,186.3012692344,182.84912112832,240.70556694584,189.79980441952,202.65869153488,76.60888658216,112.84667953088,105.98388654832,3149.0
ECMWF,7,1993,15.405063398007233,20.57971493031117,18.94749271944439,16.406646526735063,18.783220492941773,23.591249965826282,22.210475065968946,19.193387633813025,15.705415756878526,21.572114906638184,20.005124982512527,17.055230624559204,157.4707030892,55.90942407152,84.05761726832,83.27270494448,217.70507805944,153.38134771456,185.9643554968,169.39941349248,211.05957093368,115.91918933944,147.23754873888,120.42114285224,2687.363636363636
ECMWF,7,1994,15.29901767116908,19.834675263713695,18.26329427174174,16.193173036370695,18.86912113316057,23.37328892433961,21.999412382518738,19.150447000460986,16.146164097069832,21.256932210667173,19.649131257028476,17.09795494872732,167.94433608463999,71.97387685192,97.0349120772,92.44384784672,239.09423864728,161.93115249856,209.37500033839999,171.07177745096,177.6025381648,100.2734374008,157.52197279128,130.56640632064,2737.7643253234755
ECMWF,7,1995,15.331380930573852,20.766896720936693,18.957910539881986,16.29139137589074,18.468665751399,23.446635777018425,22.089530729727713,18.93496401733616,16.082627255927804,22.20852977220341,20.650207736048763,17.43173127393312,129.96948236912,49.849853604879996,62.623291022960004,72.09228521312001,208.29345741208,170.99365257256,203.17382801008,165.90576144088,162.40600605416,84.28100597992,114.86816394896,114.49096711464,2641.626503047273
ECMWF,7,1996,14.528951988761788,19.892522994485077,18.060699004600078,15.58571527449383,18.410709479780486,23.033143481983366,21.71383206007835,18.635482162430122,15.443944557545192,21.036536854203405,19.37234738964297,16.635765212849066,139.67895477023998,51.77978500664,71.86645489832,67.87963876752,185.1953124752,156.6845702152,182.9248043256,137.20214825968,179.5019532,126.21582066888,164.62768558176,144.83276410832,2930.5712898527267
ECMWF,7,1997,15.071734333423782,19.58825140663094,18.08783772785393,15.981767919352174,18.886713059539247,23.397862986359243,22.167990032420562,19.333340720051453,16.101505844768383,20.7393116862034,19.414622921613976,17.144382050002687,176.85791038584,118.77563499768,157.74658190368,126.0900877516,253.30810526848,241.03027307023999,300.87158230416003,231.6064454304,211.93603529816,178.80371048704,238.73779192167999,167.5122068936,2610.938645418327
ECMWF,7,1998,15.196697074477918,20.37016069653838,18.781499621548182,15.952168387200702,18.213024108201243,23.048906765377478,21.67025249104609,18.64572250854513,15.745760138084323,21.78422274136283,20.22711825781688,16.799642473249072,143.61083993496,45.92163087176,75.87524426928,80.4431152328,172.86376950072,170.21728514576,220.02441417312,193.2812501204,190.20385701952,94.48852551728,125.1916503244,142.26562519376,2531.6530114797924
ECMWF,7,1999,14.757610797516906,20.41548313092828,18.267749172549582,15.66828954587111,18.09224965843406,22.700476477691634,21.311669255057307,18.179791998115967,15.260500333556793,21.544208445188918,19.611315192077747,16.552748632483848,125.90820292096001,26.5539550636,46.59912099248,56.0668944172,152.29980504536002,153.50341812896,181.50390656744,140.9619141056,177.99804716751999,84.21264652640001,113.70727546696,123.8232422864,2881.8055512362
ECMWF,7,2000,14.880906533219006,20.38272983333501,18.395467886978754,15.949782776608833,18.578293179112887,23.489455004928665,21.92533211915268,18.834645014289876,15.406092135290121,21.71539884176862,19.861835340715427,16.734051479075152,125.52612339480001,40.26367183968,61.06567400144,64.79980450856,187.4145511216,160.34668005832,197.89306689544,155.19775396536,152.28027381408,73.10424811296,100.35400427864,108.487548926,2340.684178092744
ECMWF,7,2001,15.390030727224062,20.13792472813164,18.569947381977354,16.33942374179257,18.779104499853425,23.63494689450791,22.258466869461234,19.16113458139226,15.61088062851331,21.089358422026592,19.438857393585,16.892957863446167,119.64477536336,39.95361355208,60.085449258880004,62.739257710480004,194.465331984,137.70507778392,182.01415995496,150.81787107248,210.41870099823998,88.33374011936,117.26074181896,119.58862299352,2737.7903349135954
ECMWF,7,2002,15.74359536717974,20.509120776673022,18.940318147006813,16.430681192193692,19.021666735292413,23.92879491769164,22.40868525934904,19.48552924509492,16.970666327608964,22.623806751681666,20.995314855237176,18.00491881188095,114.66796841224,44.1467287036,68.928222686,69.93896482648,228.66210949592,149.45068367336,182.31933595408,163.03710941336,199.10156261128,79.63378903808,98.09326165136,108.63525380696,2194.415589353612
ECMWF,7,2003,15.57215152282126,20.886479978860955,18.924662151343412,16.4343711545892,18.835693596678105,24.00613151508294,22.485635070316782,19.297035727703623,15.882832953261133,21.9134087378324,20.137212607874858,17.02871490040269,139.11621076824,61.4404299752,79.32983393632,76.01806627352,196.25488231576,135.1342770304,175.15624997472,168.09814451632,171.65527318296,84.05029321216,107.70507822584,128.58642590088002,3097.055387179876
ECMWF,7,2004,15.297577890652393,20.12857401945002,18.61268667456361,16.177896852956664,19.087542253547667,23.74002963623301,22.386086920527152,19.48337461948482,15.914271586020558,21.054209233333843,19.626973657469055,16.97782155229834,127.71484377136,57.79052737336,76.62841802584,74.06005867864,240.61767571336,151.61376961311998,188.72558595384,148.98925791535999,184.86450178112,108.69384798664,150.6982417108,129.71923830296,2692.237029193768
ECMWF,7,2005,15.991350907763193,21.081357195579045,19.371939408381273,16.598413841096914,18.808382609446685,23.58592979076318,22.21032062439813,19.27362818571203,16.377819882217654,22.22789381959471,20.490540869613984,17.577744483231672,142.5341797248,57.34252951544,84.18823269928001,73.9086914632,215.39794920952,170.40771569216,194.19189486952,167.9711911056,203.02490240888,118.43017594416,174.73876965192,148.13964844312,2531.334442595674
ECMWF,7,2006,15.572673466831914,20.556299989256466,18.69947493481045,16.382359738011367,19.104068727084833,23.89235957457803,22.40011504961551,19.577759572360005,16.131461808837948,22.14689662110196,20.524015072831386,17.569227555318626,118.6462402212,63.15185538192,85.61279291088,88.5559082408,213.85498026768,139.32373031112002,179.94140617936,148.13232409784,211.95068325623998,88.2226563328,132.51953113624,120.70068361528,2066.5271253220185
ECMWF,7,2007,15.604816428587881,21.153910495943702,19.601622488987168,16.593262038364795,18.786315308801527,23.581227178252647,22.12077840563234,19.11014691430671,15.804316354820555,21.79778935342079,20.19234941225167,16.94533524579979,128.51806636328,35.1489258096,45.55419913168,62.79174793768,201.63818353816,143.22509747976,183.63037136648,163.28857414856,161.23291022856,95.42236316584,126.27197277216,118.21777373392,2669.7547528517107
ECMWF,7,2008,14.999036831734019,20.246736062911438,18.52132938658044,16.064484212367603,19.010295093788894,23.772359437803853,22.39554107525366,19.44950852128567,16.194071656837945,21.788933651159926,20.266390533382108,17.184768214269347,165.70556657448,52.38403309728,83.18969724592,84.2004395628,224.760742174,159.92919967208,192.6342772944,172.67089875232,170.61157283224,87.31323256448,114.37866164648,122.47802745912,2952.8802569200184
ECMWF,7,2009,15.424223300010036,19.5293589722747,18.12523792112742,15.920634778611648,19.18890961405819,23.470453135812257,22.287629800975967,19.418509814076696,16.156150446037945,21.12978315176861,19.852467013295144,17.15247610747515,126.575927744,88.93554672072,114.83032243856,91.86279302632,202.69287081104,175.74707020888,200.65185561368,161.51123070696,186.35253951096,118.76220670688,153.71582022072,126.93359382512,2422.380064704976
ECMWF,7,2010,15.695123149474268,21.53053286707975,19.62245912233921,16.621681141035204,18.400835244711764,23.350181162852916,21.84108451348649,18.65429306172887,16.046468011545194,22.17239431892804,20.320105681874857,17.11400014932442,116.61254883176,36.57836925056,54.81689458528,65.89721683456,170.3320317832,151.17675777448,177.1142580612,153.04687503032,160.7739262464,94.85473649616,117.12036124464001,132.54638676344,3131.9193749028145
ECMWF,7,2011,14.655412094109332,19.525710493245246,17.778909174715086,15.46703055022454,18.50885706488007,23.094666651772982,21.708249713121834,18.789101033863513,15.564009854026356,21.18071382408747,19.59299286343428,16.784123852478047,127.06726064168,69.6191404468,97.13684080392,88.5955810864,154.34814446960002,173.82324222623998,200.5810545512,175.33935486112,194.63378936016,96.95556634968,119.79736299368,105.16601548656,2914.5221732976884
ECMWF,7,2012,15.659460034764594,20.189464427949318,18.635351610170904,16.499405864496634,19.438688524919336,24.00005644100159,22.69300569915269,19.906601498250602,16.576384714600273,22.202355955130933,20.703903481527032,18.00665947562008,137.51098650664,44.68017590568,68.88549794136,71.24023432176,212.98584010192,168.76220709184,208.90869198664,164.67529312512,224.04296928128,91.03027327688,126.03637662072,129.32250989304,2490.2573705179284
ECMWF,7,2013,15.343405546147483,20.211657583012425,18.64942172882449,16.331717777596214,19.349001719572914,23.9807624156159,22.76547349581468,19.64981701746519,16.64547330436258,22.191967013304847,20.72470745981689,17.79882610204327,127.28393559896,39.6215821508,67.10205095032,70.59570306296,205.21728492624,161.85058670776002,189.13818371104,166.19384725336,199.43115310568,92.0251468664,123.5778806824,109.66064452344,2901.783136429843
ECMWF,7,2014,15.953788137204988,20.68449493773893,18.839666912111998,16.36411052998331,19.318178599393395,23.907391839402724,22.570564000050304,19.49188679379618,16.45999574970751,22.170383315130945,20.3720237877879,17.62673258544617,138.72436538416,47.41455063144,78.84643521432,74.37744156392,226.22070331296,167.91015597096,213.10546906504,162.77587861128,165.77636684168,102.47558572368,133.8378905768,118.71337869592,2270.069098995223
ECMWF,7,2015,16.168233089412563,20.294905975943696,18.942333821710875,16.987246329186675,19.353839447589746,23.81233387157663,22.58342250288339,19.681539897128577,16.673375366177073,21.44089904768165,20.13325235465747,17.438987206849067,182.30896019956,96.50024443636,135.71411128256,109.59106456848,237.98095731656,242.08740274984,307.6611336252,210.59081994152,201.80419881632,131.5759280604,165.9680174236,146.41235387016,2203.187279448832
ECMWF,7,2016,16.62388781119096,21.52906293552296,19.92372563042897,17.21433073755134,19.31630151716618,23.981133519010015,22.669796098507515,19.46309778388875,16.87814456963795,22.835364817246873,21.274312586570506,18.10771136590413,112.78320318368,32.47558603184,45.79467778248,49.64111334392,204.0234377188,184.44580090736,202.4853512804,190.4711918248,228.6022952444,80.45776351464,121.28906247048,114.29199223104,3149.0
ECMWF,8,1993,13.659659314961281,18.683896459522924,16.657209393177002,14.64454311933978,18.213619287861135,23.18518086609513,21.76806259975926,18.765417291533442,15.402078917589632,21.2043598049771,19.566270477495873,16.87579126903142,107.30575578906,59.596557616896,75.395965262492,70.636138882832,218.6950686476,157.46581984592,192.93823252976,156.74560564336,236.23657170863999,105.67138656856,137.57080068624,123.00537082664,2687.363636363636
ECMWF,8,1994,15.738185417800533,20.61836573200612,18.686343306950693,16.273833256025664,19.571777028208963,24.241515736866532,22.685151711792926,19.80392734708463,16.523677188180937,22.036977574339417,20.406493876278482,17.359664992799537,126.242980916476,22.635192967880002,38.007812502772,51.028747789332,226.56372088224,145.41992212464,181.1560056608,158.43139683872,196.48498513464,83.91479477736,116.22009232872,122.98278786548,2737.7643253234755
ECMWF,8,1995,15.108193029952911,21.554419977601736,19.897543950907444,16.887874523321855,18.7859776816732,23.58826102825503,22.178378656421252,19.09419408408884,15.62333828877225,22.015418870542316,20.222143257698768,16.96546737880534,116.147918547792,16.98181163624,30.3509522411,47.26867671408,209.30053672352,160.73608373936,184.50317398088,165.30151380728,153.57604931955998,74.95483377236,116.28601084288,116.68640172132,2641.626503047273
ECMWF,8,1996,15.116437873843427,19.789087887237528,18.15325587529436,15.235344521507988,19.050649413280492,23.433775347413512,22.16549707064285,19.09576013860216,15.768296873456304,21.332754736542316,19.69600236995965,16.55338738492128,111.317748961852,26.53533934232,43.355102493240004,52.738647234132,182.47680660472,148.26904284632,173.70361358512,146.49536125152,143.65722684136,78.71398905968,102.1636966138,105.70983901164,2930.5712898527267
ECMWF,8,1997,15.32882168870675,20.058906746234054,18.612531508474472,16.47953963640316,18.945441465297325,23.49415576146681,22.258761007501203,19.441056289255744,16.142556404812826,21.027170492542314,19.614056790997317,17.161824907008228,252.65419865106,76.25061030366,117.098388529904,103.380126995124,260.38330104496,263.2531733552,313.98559601832,216.96289024312,228.97949272176,183.84399377968,226.46362282752,173.22265621368,2610.938645418327
ECMWF,8,1998,14.973934109090042,20.014898527205865,18.20169869320668,16.305040649342942,18.52869097034641,23.15739253854956,21.858400475158987,18.815384142136526,15.355993483462099,21.099839862368402,19.618578700133558,16.73637742278795,208.65256347138,118.61618037872,147.90100102012,135.459594777032,184.94018610376,179.9279789156,217.89428716104,173.29711896152,193.879394644,130.77270519464,151.27685558632,151.85791026336,2531.6530114797924
ECMWF,8,1999,14.27542399191029,19.687199711162787,17.724245664606574,14.954030235294537,18.376637690901813,23.27566226892824,21.846265232073428,18.722585104223487,15.595974398934565,21.939134009527827,20.200438257727757,16.98305764895606,88.7454223989,17.86254876868,35.76324467124,45.39276125554,176.68701169704,146.83715799848,167.27050799488,145.3320310264,170.67199734208,84.19433582296,109.73999022448,118.6157223152,2881.8055512362
ECMWF,8,2000,14.572824058893595,19.73958342676972,17.85766153760047,15.639563372512105,18.329107812612907,23.41697966003623,21.760323922620415,18.701026997171585,15.547655076001229,21.355363804774203,19.671114951698776,16.811915516214032,136.34399397926,47.53051761256,69.17985843588,77.7367919975,176.16943330344,149.859619274,187.97729477952,152.59399426352002,166.94763210468,92.9309080036,115.13427713248,105.82214363656,2340.684178092744
ECMWF,8,2001,17.294187993058735,20.972956299850754,19.35367098531815,16.94426367452758,18.748287005224395,23.51511617155096,22.073084063251557,19.009309320273964,16.694764536691086,22.343435993165507,20.68390592056834,17.95388502805171,72.30346672172,19.629516592,28.243408212680002,30.496826221779997,176.15844708632,147.16674797648,192.15087889984,163.01147435464,174.114990254,94.33959957744,124.49951175608,128.3605951692,2737.7903349135954
ECMWF,8,2002,16.302636358851426,21.559654519531794,19.8886880393425,17.69450853682211,19.417353127889193,23.97494892312179,22.539602253139353,19.722982601525022,16.080509211920067,21.849668828020583,20.08234838155385,17.43489093195316,119.41467296028,82.940551852108,94.05950902799201,81.488220068572,201.24511741536,153.67431645712,188.9892580972,152.301025918,164.3786624044,97.06909165976,110.81176768168,105.81298819119999,2194.415589353612
ECMWF,8,2003,15.730972029220846,20.710660031305757,18.51393871024056,16.34030126176678,18.975694182178113,24.06902160567438,22.538824977655484,19.49871256090791,15.796290924372242,21.721784339237967,20.01302785952486,17.03429168300823,105.47698973205999,47.18078596156,47.604064736459996,51.130676326472,218.75732466272,157.81005919872,203.045655026,161.34399426368,170.9808349952,90.58837868808,126.53930659944,122.27966305024,3097.055387179876
ECMWF,8,2004,15.641751785899883,19.640091311459592,18.318929498018694,15.830866097260786,18.872205770144454,23.768782210695417,22.41626835689811,19.39689935965686,16.313223356065,21.71017499367275,20.303876498452393,17.472933774103883,91.913104034632,19.32373046696,33.90686047336,40.87097171736,200.01708963216,170.05248990735998,210.61279293104,161.01318383904,196.52282725572,100.33203137296,120.05920406236,109.51965358056,2692.237029193768
ECMWF,8,2005,16.51035562757839,20.486567827838353,19.311027988023305,16.235676992131165,19.008844257914443,23.65831821296752,22.390786041414245,19.37348532278729,16.737880187328763,22.629962946600283,21.23216944193066,17.956512184503882,83.86535615072,23.18481430152,33.099670299639996,42.5463869622,200.7128907308,189.03076168992,215.64331092728,178.46801763592,203.7817382088,99.53491222896,123.52905268656,120.71289085016001,2531.334442595674
ECMWF,8,2006,16.01359106149922,21.949403346631286,20.525634447160797,17.457021870797597,18.758857934391294,23.85087246387915,22.48054310469615,19.3739276047901,16.318669269415718,22.4296753547742,20.97392358114806,17.50223871525751,130.81054701088,27.026214590216,41.521374537224,49.90404052336,214.1589352504,167.457275058,219.42871178056,180.8764651116,186.35864248632,83.95629895504,113.79089378092,107.63549827968001,2066.5271253220185
ECMWF,8,2007,14.670479064843487,20.453031190896755,19.007956363256895,16.53282273662974,18.782835573914447,23.543618234650538,22.181317061358147,19.109875664285195,16.00341754273166,22.02199564109304,20.446586544701677,17.34795626013867,158.74664317138,7.65472404466,25.020294157236002,34.785156157239996,197.81738295456,172.46704099616,200.49316440312,148.31787150616,213.78051701168,82.56469745216,120.51391585784,99.68139654,2669.7547528517107
ECMWF,8,2008,15.077352182931634,20.770995287150658,18.73312622205996,16.571717240224544,19.026235592321168,23.541897546459808,22.145711611624627,19.24223861216738,15.949260874482382,21.774379102165497,19.977148014098777,17.12232628860823,153.82542736198,48.194580074232,105.056170590952,109.56811532498,190.33203103832,162.64892549168,204.23095769776,154.3725586084,163.16528320224,79.0655519454,115.92590323396,113.07861330436,2952.8802569200184
ECMWF,8,2009,14.63164272730947,19.659699312340912,18.148120081623635,15.961069771719822,18.908882970654986,23.115442976726275,21.845918443153373,19.039693154635827,15.752495429149047,20.757686437440857,19.35416152827849,16.935439897814025,202.430590802292,47.71270758138,77.989959914344,92.566320528692,194.62158234648,180.89965820688002,226.11572237808,164.10644538256,205.59265138452,109.16015630868,139.23461904824,128.46679672256,2422.380064704976
ECMWF,8,2010,13.78039967787527,20.086293003047142,18.08531411102526,14.983203387226485,18.419083521308544,23.31372568634758,21.950967138889713,18.859837551062192,15.355196613589635,21.320006719266953,19.73286346285819,16.538988190596637,73.133691432464,30.448913505460002,42.428283698819996,67.61577144522,179.619140198,178.2775877444,221.13525423,168.38500976928,159.45129426088,117.75756839936,133.2073980662,138.10974135944,3131.9193749028145
ECMWF,8,2011,14.10164189662471,19.399935384489304,17.258923694789626,15.233888608489842,18.036276719025246,22.456228310106354,21.207210453363764,18.202811336358124,15.204564492204133,20.708079305759707,19.03131886361762,16.277875428816923,145.27203365156,57.82930912266,135.966711564644,271.891143825392,167.11303736488,174.35546897088,202.75390558264,158.31665015448,155.38452130608,122.30590833432,153.81958024496,140.71899428999998,2914.5221732976884
ECMWF,8,2012,16.980796819956442,21.029187803618115,19.924846290687565,17.229451037365024,18.917354573387087,23.401405236109163,22.172688581330103,19.257047057777477,16.545475154244706,22.15579372146984,20.636421535843706,17.757665601825625,110.536724934124,17.48718265376,30.407714680319998,39.38095095552,238.2897951216,186.32934586536,216.37207050584001,174.56787101032,210.13244617768,93.96728518056,136.95068389024001,121.3085936434,2490.2573705179284
ECMWF,8,2013,15.116037855072031,19.823245246186993,18.37788537696003,16.367435083174193,18.998525078105185,23.97095998491702,22.60041392702434,19.462894097637225,16.691486419607017,21.99795502631042,20.478856508800224,17.69086689304881,150.53832980387202,39.641418521700004,65.754699579072,70.63659679598,221.14379851063998,153.51196294616,209.67163046224,164.32983403064,178.11096194912,68.88977058312,100.97717270324,108.10363774984,2901.783136429843
ECMWF,8,2014,16.298224697102707,20.464407120167895,18.986425270896948,16.523977533625803,18.822280140377277,23.452530538381254,22.09398634609868,19.135013350484346,16.76849357081862,21.942884726136523,20.26814975410457,17.525745039785054,146.400299041392,19.24316405492,33.90472425038,46.318664417136,206.93603492696,166.40747056688,200.98266618120002,161.64062501968002,188.4039307132,91.0552981336,120.01281722192,114.62646474136,2270.069098995223
ECMWF,8,2015,18.175546765381007,21.266496211125677,19.53175199679804,17.57215993567693,19.65580229850912,24.337418058297093,22.942256605060805,20.03727573730061,17.177753228221516,22.116624237353907,20.519086532974136,17.999970891854613,116.42395006154,28.06915280168,45.32287607032,51.94305419592,260.67504808527997,211.02416990456,249.34082047792,194.76196314688,224.91027813572,102.80456527388,152.94433551856,140.57373048896,2203.187279448832
ECMWF,8,2016,15.226190131886218,20.711323304475016,18.874188205526277,16.139652069698922,19.459257323827483,24.056567997988548,22.772929593588152,19.63939059683498,16.429281891282393,22.332286963585787,20.708179598220514,17.663438836776347,104.07681865254,39.80102556352,50.94604510706,57.65045191816,184.32128888616,184.52026409888,203.598633334,171.47949230136,199.89013673112,98.65600588172,134.13696280152,116.83471697112,3149.0
ECMWF,9,1993,15.21774193548387,19.224370806451613,17.81935483870968,15.01774193548387,18.575703690517077,23.200014762412344,21.93108284264098,18.918714512323756,14.834943714949866,20.856880699295413,19.340428963470266,17.02026591067851,15.2,8.8,2.2,31.4,197.31628461344,151.37329073328002,182.83630393352,145.95642061404,145.92214359347201,115.265960737748,132.211151279456,144.96820057128,2687.363636363636
ECMWF,9,1994,15.691935483870967,20.135483870967743,19.10967741935484,16.08225806451613,18.882554269058442,23.935750627377274,22.506023021126264,19.2604410704556,16.072770604339237,22.603561999034543,20.936134203315692,17.486094439521025,46.0,0.0,1.0,8.6,196.4520262878,147.62512237816,172.809448441,157.66540499124,128.81958001052,48.037109324052,75.020904276152,66.3882447013,2737.7643253234755
ECMWF,9,1995,16.532258064516128,22.29032258064516,20.432258064516127,18.919354838709676,18.923261298006555,23.98589245489481,22.59543383156104,19.39819709649206,16.872265332884165,22.643428764764014,21.310314630533075,17.370991906935515,76.1,19.8,9.7,29.4,183.2983398886,147.38586402068,175.8105469434,155.40161107696,128.458252269072,71.908569559,88.63311779756,88.043823205832,2641.626503047273
ECMWF,9,1996,16.35322580645161,20.43548387096774,19.124193548387098,15.888709677419355,18.738205565484815,22.99377099018233,21.78124711352458,18.692175269069903,14.122977335394312,19.64763428263068,17.8983589862297,15.707026245980934,213.9,26.4,45.5,80.30000000000001,162.00927727876,146.74438440604,177.23449685684,135.13122597896,164.726287743168,156.704876731592,186.073952815236,154.863891828992,2930.5712898527267
ECMWF,9,1997,16.0,20.26774193548387,18.312903225806455,16.904838709677417,18.984313139308092,23.5732844881066,22.294710136189373,19.574590911336376,15.892425644696733,21.324440214986236,20.06700080911278,17.334004569953876,257.5,41.4,45.8,83.7,226.6271964428,199.27978525868,237.70446750068,191.351928689,242.86361728566,158.857574010464,184.725189724772,165.870361474656,2610.938645418327
ECMWF,9,1998,14.980645161290322,20.374193548387098,18.44193548387097,16.633870967741935,18.36872159390557,23.02751388196353,21.657852285782642,18.7518191159591,16.566543287075472,22.00054464544035,20.386475893064475,17.845382284025376,257.4,118.60000000000001,160.4,212.7,187.9913330764,177.0611570554,221.61071802316,164.19128431356,224.88281301736,87.752838019252,172.00500484816,185.25207476424,2531.6530114797924
ECMWF,9,1999,14.958064516129031,19.995403709677422,18.700000000000003,15.751612903225807,18.447445490848068,23.419340526535766,21.93556931689064,18.778111257787995,17.280911579067737,22.409091664338895,21.03614491182776,18.166059547445663,19.4,0.0,0.0,3.0,192.85766617648,136.25366189624,164.27673338,160.73852580348,200.9207156864,72.91229270138,104.5202637348,110.50842272354,2881.8055512362
ECMWF,9,2000,14.751612903225807,19.637449677419355,18.54032258064516,15.459677419354838,18.511758608430117,22.95899533377279,21.69442463711504,18.59235282480062,13.802386188381073,19.01845989623261,17.68910048942196,14.997619937546144,83.8,93.3,208.9,110.4,199.67224160192,155.13305685428,195.83984414652,133.23608407708,118.750915146892,143.44716834008,145.62896756704,135.60479724204,2340.684178092744
